Year,State,County,HAI,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,On_Track,Months,SIR_2015,Notes
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000002,AHMC Anaheim Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",0,1.98,41767,0.00,0.00,1.51,Same,Yes,12,0.00,
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000006,Chapman Global Medical Center,Acute Care Hospital,"Community, <125 Beds",0,0.25,7005,0.00,0.00,14.60,Same,Yes,12,0.00,¥ See Data Dictionary
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000007,Children's Hospital of Orange County,Acute Care Hospital,Pediatric,3,2.91,73745,1.03,0.26,2.81,Same,No,12,0.00,
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000008,College Hospital Costa Mesa,Acute Care Hospital,"Community, <125 Beds",0,0.98,42023,0.00,0.00,3.75,Same,Yes,12,1.04,¥ See Data Dictionary
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000011,Fountain Valley Regional Hospital and Medical Center,Acute Care Hospital,"Community, >250 Beds",3,4.48,90591,0.67,0.17,1.82,Same,No,12,,
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000013,Foothill Regional Medical Center,Acute Care Hospital,"Community, <125 Beds",0,0.46,10616,0.00,0.00,8.09,Same,Yes,12,,¥ See Data Dictionary
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000014,"Hoag Memorial Hospital Presbyterian, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.11,5618,,,,,,12,,
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000014,Hoag Memorial Hospital Presbyterian,Acute Care Hospital,"Community, >250 Beds",0,6.18,124639,0.00,0.00,0.48,Better,Yes,12,0.42,
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000015,Huntington Beach Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.42,10503,0.00,0.00,8.82,Same,Yes,12,1.79,¥ See Data Dictionary
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000016,West Anaheim Medical Center,Acute Care Hospital,Major Teaching,1,1.15,17275,0.87,0.04,4.29,Same,No,9,1.87,"Incomplete Reporter, interpret with caution"
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000017,"Kindred Hospital, Westminster",Long-Term Acute Care Hospital,Long-Term Acute Care,12,4.24,31274,2.83,1.53,4.81,Worse,No,12,2.71,
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000021,South Coast Global Medical Center,Acute Care Hospital,"Community, 125-250 Beds",0,0.72,15678,0.00,0.00,5.14,Same,Yes,12,0.00,¥ See Data Dictionary
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000024,La Palma Intercommunity Hospital,Acute Care Hospital,"Community, 125-250 Beds",0,0.30,10684,0.00,0.00,12.15,Same,Yes,12,2.43,¥ See Data Dictionary
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000025,Los Alamitos Medical Center,Acute Care Hospital,"Community, 125-250 Beds",5,2.34,45344,2.14,0.78,4.73,Same,No,12,1.07,
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000058,Garden Grove Hospital and Medical Center,Acute Care Hospital,"Community, 125-250 Beds",0,0.75,18988,0.00,0.00,4.92,Same,Yes,12,3.26,¥ See Data Dictionary
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000060,"Mission Hospital Regional Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.10,5131,,,,,,12,,
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000060,Mission Hospital Regional Medical Center,Acute Care Hospital,"Community, >250 Beds",2,2.89,70355,0.69,0.12,2.28,Same,No,12,0.69,
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000062,Placentia Linda Hospital,Acute Care Hospital,"Community, <125 Beds",1,0.63,15283,1.59,0.04,8.85,Same,No,12,1.58,¥ See Data Dictionary
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000063,MemorialCare Saddleback Medical Center,Acute Care Hospital,"Community, 125-250 Beds",2,1.73,45948,1.16,0.19,3.82,Same,No,12,,
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000066,Mission Hospital Laguna Beach,Acute Care Hospital,"Community, <125 Beds",1,0.20,10409,4.93,0.13,27.47,Same,No,12,0.00,¥ See Data Dictionary
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000067,"St. Joseph Hospital, Orange",Acute Care Hospital,"Community, >250 Beds",0,3.46,81886,0.00,0.00,0.87,Better,Yes,12,0.46,
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000068,St. Jude Medical Center,Acute Care Hospital,"Community, >250 Beds",1,5.09,75279,0.20,0.01,0.97,Better,Yes,12,0.70,
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000068,"St. Jude Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.15,7853,,,,,,12,,
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000071,University of California Irvine Medical Center,Acute Care Hospital,Major Teaching,12,12.29,112900,0.98,0.53,1.66,Same,No,12,0.44,
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000071,"University of California Irvine Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.06,3307,,,,,,12,,
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000073,Orange County Global Medical Center,Acute Care Hospital,"Community, >250 Beds",1,2.85,42388,0.35,0.02,1.73,Same,Yes,12,1.29,
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000074,Anaheim Global Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0.82,19663,1.22,0.03,6.78,Same,No,10,0.00,"¥ See Data Dictionary; Incomplete Reporter, interpret with caution"
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000208,MemorialCare Orange Coast Medical Center,Acute Care Hospital,"Community, 125-250 Beds",0,1.39,49620,0.00,0.00,2.15,Same,Yes,12,,
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001022,Hoag Hospital Irvine,Acute Care Hospital,"Community, <125 Beds",1,0.67,19128,1.49,0.04,8.28,Same,No,12,0.00,¥ See Data Dictionary
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001097,Encompass Health Rehabilitation Hospital of Tustin,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.26,13865,0.00,0.00,13.99,Same,Yes,12,,¥ See Data Dictionary
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001207,Children's Hospital at Mission,Acute Care Hospital,Pediatric,0,0.18,9727,,,,,,12,,
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001360,"Kindred Hospital, Brea",Long-Term Acute Care Hospital,Long-Term Acute Care,2,1.69,13953,1.19,0.20,3.92,Same,No,12,2.83,
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001674,"Healthbridge Children's Hospital, Orange",Acute Care Hospital,Pediatric,0,0.02,1605,,,,,,10,,"Incomplete Reporter, interpret with caution"
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),170001767,Fairview Developmental Center,Acute Care Hospital,"Community, <125 Beds",0,0.00,73,,,,,,11,,"Incomplete Reporter, interpret with caution"
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Acute Care Hospital,Major Teaching,0,1.66,36165,0.00,0.00,1.81,Same,Yes,12,0.46,
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012891,Hoag Orthopedic Institute,Acute Care Hospital,"Community, <125 Beds",0,0.10,7464,,,,,,12,,
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630013929,"Kaiser Foundation Hospital, Orange County, Anaheim",Acute Care Hospital,Major Teaching,3,2.86,63720,1.05,0.27,2.86,Same,No,12,0.70,
2019,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930001607,"Kindred Hospital, Santa Ana",Long-Term Acute Care Hospital,Long-Term Acute Care,2,1.63,13481,1.23,0.21,4.06,Same,No,12,1.06,
2019,California,Placer,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000109,Sutter Auburn Faith Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.55,12945,0.00,0.00,6.65,Same,Yes,12,0.00,¥ See Data Dictionary
2019,California,Placer,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000134,Sutter Roseville Medical Center,Acute Care Hospital,"Community, >250 Beds",3,4.23,88798,0.71,0.18,1.93,Same,No,12,,
2019,California,Placer,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000134,"Sutter Roseville Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.27,14456,0.00,0.00,13.42,Same,Yes,12,,¥ See Data Dictionary
2019,California,Placer,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030001370,"Kaiser Foundation Hospital, Roseville",Acute Care Hospital,Major Teaching,0,4.82,107363,0.00,0.00,0.62,Better,Yes,12,0.00,
2019,California,Plumas,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000004,"Eastern Plumas Hospital, Portola Campus",Critical Access Hospital,Critical Access,0,0.03,1451,,,,,,12,,
2019,California,Plumas,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000015,Plumas District Hospital,Critical Access Hospital,Critical Access,0,0.04,1956,,,,,,12,,
2019,California,Plumas,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000017,Seneca District Hospital,Critical Access Hospital,Critical Access,0,0.01,650,,,,,,12,,
2019,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000004,"Kindred Hospital, Riverside",Long-Term Acute Care Hospital,Long-Term Acute Care,2,2.05,12958,0.97,0.16,3.22,Same,No,12,1.30,
2019,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000006,Corona Regional Medical Center,Acute Care Hospital,Major Teaching,0,2.23,31331,0.00,0.00,1.34,Same,Yes,12,0.00,
2019,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000008,Desert Regional Medical Center,Acute Care Hospital,"Community, >250 Beds",7,6.54,88187,1.07,0.47,2.12,Same,No,12,1.30,
2019,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000008,"Desert Regional Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.05,2600,,,,,,12,,
2019,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000011,Eisenhower Medical Center,Acute Care Hospital,Major Teaching,5,4.86,68066,1.03,0.38,2.28,Same,No,12,0.62,
2019,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000012,Hemet Global Medical Center,Acute Care Hospital,Major Teaching,5,1.93,36912,2.60,0.95,5.75,Same,No,12,,
2019,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000017,John F. Kennedy Memorial Hospital,Acute Care Hospital,"Community, 125-250 Beds",2,0.93,22503,2.15,0.26,7.77,Same,No,12,0.00,¥ See Data Dictionary
2019,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000042,Palo Verde Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.05,2482,,,,,,12,,
2019,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000044,Doctors Hospital of Riverside,Acute Care Hospital,"Community, 125-250 Beds",0,1.38,30429,0.00,0.00,2.16,Same,Yes,12,,
2019,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000049,Riverside Community Hospital,Acute Care Hospital,Major Teaching,2,9.77,121062,0.21,0.03,0.68,Better,Yes,12,1.32,
2019,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,4,4.76,88298,0.84,0.27,2.03,Same,No,12,,
2019,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000101,San Gorgonio Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",2,0.52,12428,3.81,0.46,13.77,Same,No,12,0.00,¥ See Data Dictionary
2019,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000344,"Southwest Healthcare System, Wildomar",Acute Care Hospital,"Community, <125 Beds",2,1.20,32554,1.67,0.28,5.52,Same,No,12,1.79,
2019,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000507,"Southwest Healthcare System, Murrieta",Acute Care Hospital,"Community, <125 Beds",2,1.15,28852,1.74,0.29,5.75,Same,No,12,0.00,
2019,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000707,"Kaiser Foundation Hospital, Riverside",Acute Care Hospital,Major Teaching,0,2.94,52644,0.00,0.00,1.02,Same,Yes,12,0.40,
2019,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000727,Menifee Global Medical Center,Acute Care Hospital,Major Teaching,0,0.87,17294,0.00,0.00,4.26,Same,Yes,12,,¥ See Data Dictionary
2019,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011959,"Kaiser Foundation Hospital, Moreno Valley",Acute Care Hospital,Major Teaching,1,1.03,19462,0.97,0.05,4.79,Same,No,12,0.00,
2019,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012971,"Loma Linda University Medical Center, Murrieta",Acute Care Hospital,"Community, <125 Beds",0,1.54,39269,0.00,0.00,1.95,Same,Yes,12,,
2019,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630014442,Temecula Valley Hospital,Acute Care Hospital,"Community, 125-250 Beds",2,1.45,39581,1.38,0.23,4.57,Same,No,12,1.10,
2019,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630017654,Vibra Rehabilitation Hospital of Rancho Mirage,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.13,6692,,,,,,11,,"Incomplete Reporter, interpret with caution"
2019,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000037,Methodist Hospital of Sacramento,Acute Care Hospital,"Community, 125-250 Beds",6,1.70,38505,3.52,1.43,7.33,Worse,No,12,0.99,
2019,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000113,University of California Davis Medical Center,Acute Care Hospital,Major Teaching,16,18.36,199223,0.87,0.52,1.39,Same,No,12,1.11,
2019,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000113,"University of California Davis Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.09,4887,,,,,,12,,
2019,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000124,Mercy General Hospital,Acute Care Hospital,"Community, >250 Beds",0,4.23,59700,0.00,0.00,0.71,Better,Yes,12,0.46,
2019,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000124,"Mercy General Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.13,6840,,,,,,12,,
2019,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000127,Mercy San Juan Medical Center,Acute Care Hospital,Major Teaching,3,6.65,92381,0.45,0.12,1.23,Same,Yes,12,0.12,
2019,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000130,"Kaiser Foundation Hospital, Sacramento",Acute Care Hospital,"Community, >250 Beds",3,2.36,54904,1.27,0.32,3.46,Same,No,12,0.38,
2019,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000133,"Kaiser Foundation Hospital, South Sacramento",Acute Care Hospital,Major Teaching,5,2.76,68256,1.81,0.67,4.02,Same,No,12,1.45,
2019,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000151,"Sutter Medical Center, Sacramento",Acute Care Hospital,Major Teaching,6,10.05,154143,0.60,0.24,1.24,Same,No,12,0.69,
2019,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000901,Mercy Hospital of Folsom,Acute Care Hospital,"Community, <125 Beds",2,0.83,26181,2.42,0.29,8.74,Same,No,12,0.00,¥ See Data Dictionary
2019,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000907,Vibra Hospital of Sacramento,Long-Term Acute Care Hospital,Long-Term Acute Care,2,2.87,17133,0.70,0.12,2.30,Same,No,12,1.29,
2019,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030001506,Shriners Hospitals for Children Northern California,Acute Care Hospital,Pediatric,0,0.19,6879,,,,,,12,,
2019,California,San Benito,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000142,Hazel Hawkins Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.22,6332,0.00,0.00,16.45,Same,Yes,12,3.88,¥ See Data Dictionary
2019,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000001,Barstow Community Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.18,6190,,,,,,12,,
2019,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000002,Bear Valley Community Hospital,Critical Access Hospital,Critical Access,0,0.01,715,,,,,,12,,
2019,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000003,Chino Valley Medical Center,Acute Care Hospital,"Community, <125 Beds",0,0.44,15801,0.00,0.00,8.35,Same,Yes,12,0.00,¥ See Data Dictionary
2019,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000009,Montclair Hospital Medical Center,Acute Care Hospital,"Community, <125 Beds",0,0.29,9016,0.00,0.00,12.81,Same,Yes,12,0.00,¥ See Data Dictionary
2019,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000014,Hi-Desert Medical Center,Acute Care Hospital,"Community, <125 Beds",0,0.13,6625,,,,,,12,,
2019,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000024,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teaching,4,4.60,95886,0.87,0.28,2.10,Same,No,12,0.45,
2019,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000025,Loma Linda University Medical Center East Campus Hospital,Acute Care Hospital,Major Teaching,0,0.82,15375,0.00,0.00,4.48,Same,Yes,12,,¥ See Data Dictionary
2019,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000025,"Loma Linda University Medical Center East Campus Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.30,15765,0.00,0.00,12.31,Same,Yes,12,,¥ See Data Dictionary
2019,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000027,Loma Linda University Medical Center,Acute Care Hospital,Major Teaching,10,11.16,110724,0.90,0.46,1.60,Same,No,12,1.89,
2019,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000034,Colorado River Medical Center,Critical Access Hospital,Critical Access,0,0.03,1309,,,,,,12,,
2019,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000040,"Kindred Hospital, Ontario",Long-Term Acute Care Hospital,Long-Term Acute Care,1,4.08,25649,0.25,0.01,1.21,Same,Yes,12,1.66,
2019,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000046,Redlands Community Hospital,Acute Care Hospital,"Community, 125-250 Beds",3,2.07,50076,1.45,0.37,3.95,Same,No,12,0.00,
2019,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000052,Mountains Community Hospital,Critical Access Hospital,Critical Access,0,0.02,986,,,,,,12,,
2019,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000053,San Antonio Regional Hospital,Acute Care Hospital,"Community, >250 Beds",2,3.77,74330,0.53,0.09,1.75,Same,Yes,12,0.41,
2019,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000054,Victor Valley Global Medical Center,Acute Care Hospital,"Community, <125 Beds",0,1.32,30659,0.00,0.00,2.27,Same,Yes,12,1.07,
2019,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000082,Community Hospital of San Bernardino,Acute Care Hospital,"Community, >250 Beds",0,1.09,26086,0.00,0.00,2.75,Same,Yes,12,0.64,
2019,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000100,Arrowhead Regional Medical Center,Acute Care Hospital,"Community, >250 Beds",2,7.72,104264,0.26,0.04,0.86,Better,Yes,12,1.63,
2019,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000103,St. Bernardine Medical Center,Acute Care Hospital,Major Teaching,2,4.91,68095,0.41,0.07,1.35,Same,Yes,12,1.62,
2019,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000104,"St. Mary Medical Center, Apple Valley",Acute Care Hospital,Major Teaching,5,3.15,66323,1.59,0.58,3.52,Same,No,12,0.35,
2019,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240001218,Ballard Rehabilitation Hospital,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.27,14144,0.00,0.00,13.72,Same,Yes,12,0.00,¥ See Data Dictionary
2019,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240001330,Desert Valley Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,1.60,40592,0.63,0.03,3.08,Same,No,12,1.98,
2019,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240001515,"Kindred Hospital, Rancho",Long-Term Acute Care Hospital,Long-Term Acute Care,3,2.65,17548,1.13,0.29,3.08,Same,No,12,1.46,
2019,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012294,Loma Linda University Surgical Hospital,Acute Care Hospital,Major Teaching,0,0.09,4138,,,,,,12,,
2019,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012380,Totally Kids Rehabilitation Hospital,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.04,1950,,,,,,12,,
2019,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630013398,"Kaiser Foundation Hospital, Ontario",Acute Care Hospital,Major Teaching,1,1.97,50047,0.51,0.03,2.50,Same,Yes,12,0.74,
2019,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630015551,Loma Linda University Children's Hospital,Acute Care Hospital,Major Teaching,2,6.31,96767,0.32,0.05,1.05,Same,Yes,12,0.34,
2019,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,1.16,33161,0.87,0.04,4.26,Same,No,12,0.61,
2019,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000023,"Rady Children's Hospital, San Diego",Acute Care Hospital,Pediatric,0,2.91,79695,0.00,0.00,1.03,Same,Yes,12,,
2019,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000036,"Sharp Memorial Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.16,8186,,,,,,12,,
2019,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,5,6.89,106219,0.73,0.27,1.61,Same,No,12,0.74,
2019,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000045,"Grossmont Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.08,4014,,,,,,12,,
2019,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,5,9.55,121629,0.52,0.19,1.16,Same,Yes,12,1.04,
2019,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000142,Palomar Health Downtown Campus,Acute Care Hospital,"Community, <125 Beds",0,0.00,0,,,,,,12,0.00,
2019,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000142,"Palomar Health Downtown Campus, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,1,0.12,6276,,,,,,12,,
2019,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000144,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,0,2.50,42100,0.00,0.00,1.20,Same,Yes,12,,
