Year,State,HAI,Facility_ID,Facility_Name,County,Hospital_Category_RiskAdjustment,Hospital_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,SIR_2015,On_Track,Months,Notes
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140000016,Sutter Delta Medical Center,Contra Costa,Acute Care Hospital,Community (125-250 Beds),0,1.170,30568,0.00,0.00,2.55,Same,0.65,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140000034,Highland Hospital,Alameda,Acute Care Hospital,Major Teaching,1,3.420,54817,0.29,0.02,1.44,Same,0.74,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140000041,St Rose Hospital,Alameda,Acute Care Hospital,Community (125-250 Beds),3,1.360,24144,2.21,0.56,6.00,Same,0.65,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140000118,Washington Hospital,Alameda,Acute Care Hospital,Community (>250 Beds),1,2.530,61570,0.40,0.02,1.95,Same,0.74,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140000148,"Kindred Hospital, San Francisco Bay Area",Alameda,Long-term Acute Care Hospital,LTAC,3,4.140,23921,0.72,0.18,1.97,Same,0.74,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140000183,Eden Medical Center,Alameda,Acute Care Hospital,Community (125-250 Beds),1,2.200,39713,0.45,0.02,2.24,Same,2.19,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140000184,Fairmont Hospital,Alameda,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation Hospital,0,0.120,6549,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140000187,"John Muir Medical Center, Walnut Creek Campus",Contra Costa,Acute Care Hospital,Major Teaching,2,6.580,95430,0.30,0.05,1.00,Same,0.22,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140000187,"John Muir Medical Center, Walnut Creek Campus, Rehabilitation Unit",Contra Costa,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.140,7251,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140000188,"Kaiser Foundation Hospital, Oakland/Richmond",Alameda,Acute Care Hospital,Major Teaching,4,3.800,84733,1.05,0.33,2.54,Same,0.45,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140000190,"Kaiser Foundation Hospital, Walnut Creek",Contra Costa,Acute Care Hospital,Community (125-250 Beds),0,2.950,59653,0.00,0.00,1.02,Same,0.32,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140000191,"Kaiser Foundation Hospital, Richmond Campus",Contra Costa,Acute Care Hospital,Community (<125 Beds),0,0.490,15124,0.00,0.00,7.54,Same,,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140000195,Contra Costa Regional Medical Center,Contra Costa,Acute Care Hospital,Community (125-250 Beds),2,1.730,40074,1.15,0.19,3.81,Same,0,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140000196,"John Muir Medical Center, Concord Campus",Contra Costa,Acute Care Hospital,Major Teaching,2,3.160,52270,0.63,0.11,2.09,Same,1.58,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140000425,Alta Bates Summit Medical Center,Alameda,Acute Care Hospital,Community (>250 Beds),5,2.540,54488,1.97,0.72,4.37,Same,0.58,No,12,† See data dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140000425,"Alta Bates Summit Medical Center, Rehabilitation Unit",Alameda,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.340,17996,0.00,0.00,10.78,Same,0,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140000704,San Ramon Regional Medical Center,Contra Costa,Acute Care Hospital,Community (<125 Beds),0,0.590,19905,0.00,0.00,6.22,Same,0,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140000797,Stanford Health Care - ValleyCare,Alameda,Acute Care Hospital,Community (125-250 Beds),0,1.020,31922,0.00,0.00,2.93,Same,0.54,Yes,12,† See data dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140001086,"Kaiser Foundation Hospital, Fremont",Alameda,Acute Care Hospital,Community (<125 Beds),0,0.630,18020,0.00,0.00,5.88,Same,0,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140001268,Santa Rosa Memorial Hospital,Sonoma,Acute Care Hospital,Community (>250 Beds),1,2.730,70065,0.37,0.02,1.81,Same,0.77,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140001268,"Santa Rosa Memorial Hospital, Rehabilitation Unit",Sonoma,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.080,4449,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),150000050,Sonoma Developmental Center,Sonoma,Acute Care Hospital,Community (<125 Beds),0,0.000,0,,,,,,,2,"Incomplete Reporter, interpret with caution"
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),170001767,Fairview Developmental Center,Orange,Acute Care Hospital,Community (<125 Beds),0,0.010,408,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),170001874,Porterville Developmental Center,Tulare,Acute Care Hospital,Community (<125 Beds),0,0.020,708,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000002,"California Pacific Medical Center, California West Campus Hospital",San Francisco,Acute Care Hospital,Major Teaching,0,1.400,38391,0.00,0.00,2.15,Same,0,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000003,Chinese Hospital,San Francisco,Acute Care Hospital,Community (<125 Beds),0,0.130,6490,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000007,San Mateo Medical Center,San Mateo,Acute Care Hospital,Community (<125 Beds),2,0.640,13235,3.13,0.38,11.32,Same,0,No,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000008,"Kaiser Foundation Hospital, San Francisco",San Francisco,Acute Care Hospital,Major Teaching,1,3.150,65767,0.32,0.02,1.57,Same,0.27,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000009,"Kaiser Foundation Hospital, South San Francisco",San Mateo,Acute Care Hospital,Community (<125 Beds),0,0.850,23129,0.00,0.00,4.34,Same,0,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000010,"Kaiser Foundation Hospital, Redwood City",San Mateo,Acute Care Hospital,Community (125-250 Beds),1,0.850,30807,1.17,0.03,6.54,Same,0,No,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000012,Laguna Honda Hospital & Rehabilitation Center,San Francisco,Acute Care Hospital,Community (<125 Beds),0,0.000,127,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000012,"Laguna Honda Hospital & Rehabilitation Center, Rehabilitation Unit",San Francisco,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.020,817,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000017,Mills-Peninsula Medical Center,San Mateo,Acute Care Hospital,Community (125-250 Beds),0,2.570,51984,0.00,0.00,1.17,Same,2.2,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000018,"California Pacific Medical Center, St. Luke's Campus Hospital",San Francisco,Acute Care Hospital,Major Teaching,2,2.030,27451,0.99,0.17,3.26,Same,3.63,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000019,Zuckerberg San Francisco General Hospital and Trauma Center,San Francisco,Acute Care Hospital,Major Teaching,2,7.880,95793,0.25,0.04,0.84,Better,0.67,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000022,"California Pacific Medical Center, Pacific Campus Hospital",San Francisco,Acute Care Hospital,Major Teaching,4,6.210,68481,0.64,0.21,1.55,Same,1.22,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000023,"California Pacific Medical Center, Davies Campus Hospital",San Francisco,Acute Care Hospital,Major Teaching,1,1.600,23263,0.62,0.03,3.08,Same,2.59,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000023,"California Pacific Medical Center, Davies Campus Hospital, Rehabilitation Unit",San Francisco,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,0.180,9254,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000025,Sequoia Hospital,San Mateo,Acute Care Hospital,Community (125-250 Beds),0,0.810,25180,0.00,0.00,4.55,Same,0,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000026,Seton Medical Center,San Mateo,Acute Care Hospital,Community (<125 Beds),0,1.140,28656,0.00,0.00,2.63,Same,1.48,Yes,12,† See data dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000029,Saint Francis Memorial Hospital,San Francisco,Acute Care Hospital,Community (125-250 Beds),0,1.120,20366,0.00,0.00,2.69,Same,1.5,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000029,"Saint Francis Memorial Hospital, Rehabilitation Unit",San Francisco,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.080,4160,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000030,St. Mary's Medical Center,San Francisco,Acute Care Hospital,Community (125-250 Beds),1,1.320,19564,0.76,0.04,3.72,Same,0,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000030,"St. Mary's Medical Center, Rehabilitation Unit",San Francisco,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.080,4112,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000031,UCSF Medical Center,San Francisco,Acute Care Hospital,Major Teaching,8,14.520,144096,0.55,0.26,1.05,Same,0.5,Yes,12,† See data dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000716,Menlo Park Surgical Hospital,San Mateo,Acute Care Hospital,Community (<125 Beds),0,0.010,484,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000001,Orchard Hospital,Butte,Critical Access Hospital,Critical Access,0,0.030,1304,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000004,"Eastern Plumas Hospital, Portola Campus",Plumas,Critical Access Hospital,Critical Access,0,0.010,667,,,,,,,9,"Incomplete Reporter, interpret with caution"
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000005,Adventist Health Feather River,Butte,Acute Care Hospital,Community (<125 Beds),0,0.290,11772,0.00,0.00,12.59,Same,0,Yes,9,"¥ See Data Dictionary, Incomplete Reporter, interpret with caution"
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000006,Glenn Medical Center,Glenn,Critical Access Hospital,Critical Access,0,0.030,1494,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000008,Banner Lassen Medical Center,Lassen,Critical Access Hospital,Critical Access,0,0.080,4020,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000009,Mayers Memorial Hospital,Shasta,Critical Access Hospital,Critical Access,0,0.040,1845,,,,,,,11,"Incomplete Reporter, interpret with caution"
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000010,Mercy Medical Center Redding,Shasta,Acute Care Hospital,Community (>250 Beds),6,4.610,63208,1.30,0.53,2.70,Same,0.57,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000011,Modoc Medical Center,Modoc,Critical Access Hospital,Critical Access,0,0.010,542,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000012,Mercy Medical Center Mt. Shasta,Siskiyou,Critical Access Hospital,Critical Access,0,0.060,3076,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000013,"Enloe Medical Center, Esplanade",Butte,Acute Care Hospital,Community (>250 Beds),3,4.340,79120,0.69,0.18,1.88,Same,0.85,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000014,Oroville Hospital,Butte,Acute Care Hospital,Community (125-250 Beds),1,1.360,37410,0.73,0.04,3.62,Same,1.15,Yes,10,"Incomplete Reporter, interpret with caution"
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000015,Plumas District Hospital,Plumas,Critical Access Hospital,Critical Access,0,0.040,1909,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000016,Shasta Regional Medical Center,Shasta,Acute Care Hospital,Community (125-250 Beds),5,2.580,30368,1.94,0.71,4.29,Same,1.09,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000017,Seneca District Hospital,Plumas,Critical Access Hospital,Critical Access,0,0.010,436,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000019,Fairchild Medical Center,Siskiyou,Critical Access Hospital,Critical Access,0,0.090,4394,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000020,St. Elizabeth Community Hospital,Tehama,Acute Care Hospital,Community (<125 Beds),0,0.230,8732,0.00,0.00,16.33,Same,,Yes,12,¥ See Data Dictionary
2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000021,Surprise Valley Community Hospital,Modoc,Critical Access Hospital,Critical Access,,,,,,,,,,,"Incomplete Reporter, interpret with caution"
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000022,Trinity Hospital,Trinity,Critical Access Hospital,Critical Access,0,0.040,2066,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000261,Rideout Memorial Hospital,Yuba,Acute Care Hospital,Community (125-250 Beds),6,2.640,56457,2.27,0.92,4.72,Same,1.71,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000262,Sierra Nevada Memorial Hospital,Nevada,Acute Care Hospital,Community (<125 Beds),1,0.710,19007,1.41,0.04,7.85,Same,2.3,No,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000265,Tahoe Forest Hospital,Nevada,Critical Access Hospital,Critical Access,0,0.100,5006,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000405,Enloe Rehabilitation Center,Butte,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation Hospital,0,0.130,7052,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000422,Vibra Hospital of Northern California,Shasta,Long-term Acute Care Hospital,LTAC,1,1.580,15841,0.63,0.03,3.13,Same,1.64,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000444,Patients' Hospital of Redding,Shasta,Acute Care Hospital,Community (<125 Beds),0,0.010,459,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000001,Barstow Community Hospital,San Bernardino,Acute Care Hospital,Community (<125 Beds),1,0.170,7947,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000002,Bear Valley Community Hospital,San Bernardino,Critical Access Hospital,Critical Access,0,0.020,962,,,,,,,11,"Incomplete Reporter, interpret with caution"
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000003,Chino Valley Medical Center,San Bernardino,Acute Care Hospital,Community (<125 Beds),0,0.610,15962,0.00,0.00,6.01,Same,0,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000005,Mammoth Hospital,Mono,Critical Access Hospital,Critical Access,0,0.030,1380,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000009,Montclair Hospital Medical Center,San Bernardino,Acute Care Hospital,Community (<125 Beds),0,0.320,9056,0.00,0.00,11.50,Same,0,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000014,Hi-Desert Medical Center,San Bernardino,Acute Care Hospital,Community (<125 Beds),0,0.160,6765,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000024,"Kaiser Foundation Hospital, Fontana",San Bernardino,Acute Care Hospital,Major Teaching,3,4.660,97075,0.64,0.16,1.75,Same,0.45,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000025,Loma Linda University Medical Center East Campus Hospital,San Bernardino,Acute Care Hospital,Major Teaching,1,0.860,14427,1.17,0.03,6.50,Same,,No,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000025,"Loma Linda University Medical Center East Campus Hospital, Rehabilitation Unit",San Bernardino,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.320,16904,0.00,0.00,11.48,Same,3.97,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000027,Loma Linda University Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,12,10.210,101592,1.18,0.64,2.00,Same,1.89,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000034,Colorado River Medical Center,San Bernardino,Critical Access Hospital,Critical Access,0,0.030,1428,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000037,Northern Inyo Hospital,Inyo,Critical Access Hospital,Critical Access,0,0.090,4267,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000040,"Kindred Hospital, Ontario",San Bernardino,Long-term Acute Care Hospital,LTAC,9,4.700,27852,1.91,0.93,3.51,Same,1.66,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000046,Redlands Community Hospital,San Bernardino,Acute Care Hospital,Community (125-250 Beds),2,1.860,46050,1.07,0.18,3.55,Same,0,No,12,
2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000052,Mountains Community Hospital,San Bernardino,Critical Access Hospital,Critical Access,,,,,,,,,,,"Incomplete Reporter, interpret with caution"
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000053,San Antonio Regional Hospital,San Bernardino,Acute Care Hospital,Community (>250 Beds),2,2.790,68073,0.72,0.12,2.37,Same,0.41,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000054,Victor Valley Global Medical Center,San Bernardino,Acute Care Hospital,Community (<125 Beds),1,0.670,21009,1.49,0.04,8.30,Same,1.07,No,11,"¥ See Data Dictionary, Incomplete Reporter, interpret with caution"
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000082,Community Hospital of San Bernardino,San Bernardino,Acute Care Hospital,Community (>250 Beds),0,1.030,27074,0.00,0.00,2.92,Same,0.64,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000100,Arrowhead Regional Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,3,6.960,97951,0.43,0.11,1.17,Same,1.63,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000102,Southern Inyo Hospital,Inyo,Critical Access Hospital,Critical Access,0,0.000,0,,,,,,,1,"Incomplete Reporter, interpret with caution"
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000103,St. Bernardine Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,3,4.140,67296,0.73,0.19,1.97,Same,1.62,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000104,"St. Mary Medical Center, Apple Valley",San Bernardino,Acute Care Hospital,Community (125-250 Beds),5,3.310,70827,1.51,0.55,3.35,Same,0.35,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240001218,Ballard Rehabilitation Hospital,San Bernardino,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation Hospital,0,0.270,14000,0.00,0.00,13.86,Same,0,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240001330,Desert Valley Hospital,San Bernardino,Acute Care Hospital,Community (125-250 Beds),1,1.430,36830,0.70,0.04,3.44,Same,1.98,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240001515,"Kindred Hospital, Rancho",San Bernardino,Long-term Acute Care Hospital,LTAC,2,2.820,18043,0.71,0.12,2.34,Same,1.46,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000004,"Kindred Hospital, Riverside",Riverside,Long-term Acute Care Hospital,LTAC,4,2.010,12835,1.99,0.63,4.80,Same,1.3,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000006,Corona Regional Medical Center,Riverside,Acute Care Hospital,Community (125-250 Beds),4,1.220,27039,3.28,1.04,7.91,Worse,0,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000008,Desert Regional Medical Center,Riverside,Acute Care Hospital,Community (>250 Beds),3,4.950,86208,0.61,0.15,1.65,Same,1.3,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000008,"Desert Regional Medical Center, Rehabilitation Unit",Riverside,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.050,2613,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000011,Eisenhower Medical Center,Riverside,Acute Care Hospital,Major Teaching,2,4.630,73821,0.43,0.07,1.43,Same,0.62,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000011,"Eisenhower Medical Center, Rehabilitation Unit",Riverside,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.090,4677,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000012,Hemet Valley Medical Center,Riverside,Acute Care Hospital,Major Teaching,4,2.450,44549,1.63,0.52,3.94,Same,3.03,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000017,John F. Kennedy Memorial Hospital,Riverside,Acute Care Hospital,Community (125-250 Beds),1,0.740,21417,1.35,0.03,7.53,Same,0,No,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000042,Palo Verde Hospital,Riverside,Acute Care Hospital,Community (<125 Beds),0,0.050,2320,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000044,Parkview Community Hospital Medical Center,Riverside,Acute Care Hospital,Community (125-250 Beds),2,1.640,37449,1.22,0.20,4.03,Same,2,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000049,Riverside Community Hospital,Riverside,Acute Care Hospital,Community (>250 Beds),12,5.510,102012,2.18,1.18,3.70,Worse,1.32,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000050,"Riverside University Health System, Medical Center",Riverside,Acute Care Hospital,Major Teaching,5,4.690,78480,1.07,0.39,2.36,Same,1.58,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000101,San Gorgonio Memorial Hospital,Riverside,Acute Care Hospital,Community (<125 Beds),1,0.580,14843,1.73,0.04,9.63,Same,0,No,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000344,"Southwest Healthcare System, Wildomar",Riverside,Acute Care Hospital,Community (<125 Beds),2,0.900,32639,2.22,0.27,8.01,Same,1.79,No,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000507,"Southwest Healthcare System, Murrieta",Riverside,Acute Care Hospital,Community (<125 Beds),0,1.100,28550,0.00,0.00,2.71,Same,0,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000707,"Kaiser Foundation Hospital, Riverside",Riverside,Acute Care Hospital,Major Teaching,1,2.970,52986,0.34,0.02,1.66,Same,0.4,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000727,Menifee Valley Medical Center,Riverside,Acute Care Hospital,Community (<125 Beds),1,0.520,11858,1.91,0.05,10.62,Same,0,No,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630010957,"Ventura County Medical Center, Santa Paula Hospital",Ventura,Acute Care Hospital,Community (<125 Beds),0,0.160,6497,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011203,"Kaiser Foundation Hospital, Antioch",Contra Costa,Acute Care Hospital,Community (125-250 Beds),0,0.980,29564,0.00,0.00,3.75,Same,1.09,Yes,12,¥ See Data Dictionary
