Year ,State,HAI,Facility_Name1,Facility_Name2,Facility_Name3,FACID1,FACID2,FACID3,County,Infection_Count,Patient_Days,SIR ,SIR_95%_CI_Lower_Limit,SIR_95%_CI_Upper_Limit,Comparison,Notes
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Santa Ynez Valley Cottage Hospital, Solvang",.,.,050000030,.,.,Santa Barbara,0,594,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Scripps Green Hospital, La Jolla",.,.,080000022,.,.,San Diego,2,38847,1.28,0.22,4.23,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Scripps Memorial Hospital, Encinitas",.,.,080000150,.,.,San Diego,2,42417,1.07,0.18,3.53,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Scripps Memorial Hospital, La Jolla",.,.,080000149,.,.,San Diego,0,76002,0,0,0.79,Lower,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Scripps Mercy Hospital, San Diego",Scripps Mercy Hospital Chula Vista,.,090000025,090000016,.,San Diego,5,303219,0.32,0.1,0.74,Lower,†  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Seneca Healthcare District, Chester",.,.,230000017,.,.,Plumas,0,622,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sequoia Hospital, Redwood City",.,.,220000025,.,.,San Mateo,0,21955,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Seton Medical Center, Daly City","Seton Medical Center-Coastside, Moss Beach",.,220000026,220000028,.,San Mateo,1,49113,0.42,0.02,2.05,No Different,†  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Sharp Chula Vista Medical Center,.,.,090000021,.,.,San Diego,3,69155,0.89,0.23,2.42,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Sharp Coronado Hospital and Healthcare Center,.,.,090000033,.,.,San Diego,0,7647,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sharp Mary Birch for Women & Newborns, San Diego",.,.,080001470,.,.,San Diego,0,74250,0,0,1.13,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sharp Memorial Hospital, San Diego",.,.,080000036,.,.,San Diego,1,94340,0.14,0.01,0.67,Lower,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Shasta Regional Medical Center, Redding",.,.,230000016,.,.,Shasta,3,29391,1.53,0.39,4.17,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Sherman Oaks Hospital,.,.,930000140,.,.,Los Angeles,1,26937,0.57,0.03,2.82,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Shriners Hospitals for Children North CA, Sacramento",.,.,030001506,.,.,Sacramento,1,6362,3.18,0.08,17.69,No Different,¥  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Shriners Hospitals for Children, Los Angeles",.,.,930000141,.,.,Los Angeles,0,880,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sierra Nevada Memorial Hospital, Grass Valley",.,.,230000262,.,.,Nevada,1,17439,1.02,0.03,5.68,No Different,¥  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sierra View District Hospital, Porterville",.,.,120001464,.,.,Tulare,1,25055,0.52,0.03,2.56,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sierra Vista Regional Medical Center, San Luis Obispo",.,.,050000031,.,.,San Luis Obispo,1,22877,0.82,0.04,4.05,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Silver Lake Medical Center, Los Angeles",.,.,930000035,.,.,Los Angeles,2,14494,2.3,0.28,8.3,No Different,¥  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Simi Valley Hospital & Health Care Services,.,.,050000455,.,.,Ventura,1,22976,0.94,0.05,4.65,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sonoma Developmental Center, Eldridge",.,.,150000050,.,.,Sonoma,2,1265,44.44,5.38,160.55,Higher,¥  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Sonoma Valley Hospital,.,.,110000056,.,.,Sonoma,1,4773,5.85,0.15,32.58,No Different,¥  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Sonora Regional Medical Center Campus #1,Sonora Regional Medical Center Campus #2,.,030001799,030000365,.,Tuolumne,0,20356,0,0,2.9,No Different,†  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Southern California Hospital at Culiver City,.,.,930000015,.,.,Los Angeles,9,69517,2.69,1.31,4.93,Higher,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Southern California Hospital at Hollywood,.,.,930000064,.,.,Los Angeles,1,17054,1.16,0.03,6.48,No Different,¥  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Southern Inyo Hospital, Lone Pine",.,.,240000102,.,.,Inyo,0,162,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Southwest Healthcare Systems, Murrieta","Southwest Healthcare Systems, Wildomar",.,250000507,250000344,.,Riverside,2,59616,0.73,0.12,2.42,No Different,†  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),St Bernardine Medical Center,.,.,240000103,.,.,San Bernardino,3,69155,0.3,0.08,0.82,Lower,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"St Elizabeth Community Hospital, Red Bluff",.,.,230000020,.,.,Tehama,0,10066,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"St Helena Hospital, Clearlake",.,.,110000044,.,.,Lake,0,5122,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"St Helena Hospital, St Helena",.,.,110000058,.,.,Napa,0,17180,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"St John's Pleasant Valley Hospital, Arillo",.,.,050000026,.,.,Ventura,0,13116,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"St John's Regional Medical Center, Oxnard",.,.,050000035,.,.,Ventura,5,49428,1.54,0.56,3.41,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"St Joseph Hospital, Eureka",.,.,110000067,.,.,Humboldt,1,27984,0.56,0.03,2.78,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"St Joseph Hospital, Orange",.,.,060000067,.,.,Orange,7,86265,0.89,0.39,1.76,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),St Joseph's Medical Center of Stockton,.,.,030000143,.,.,San Joaquin,3,74248,0.61,0.16,1.66,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"St Jude Medical Center, Fullerton",.,.,060000068,.,.,Orange,1,62978,0.21,0.01,1.04,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"St Mary Medical Center, Apple Valley",.,.,240000104,.,.,San Bernardino,2,66404,0.61,0.1,2.03,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"St Mary Medical Center, Long Beach",.,.,930000103,.,.,Los Angeles,3,54436,1.32,0.34,3.58,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"St Mary's Medical Center, San Francisco",.,.,220000030,.,.,San Francisco,0,34270,0,0,1.29,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"St Rose Hospital, Hayward",.,.,140000041,.,.,Alameda,0,30811,0,0,1.8,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Stanford Hospital, Stanford",.,.,070001357,.,.,Santa Clara,1,142400,0.08,0,0.4,Lower,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Stanislaus Surgical Hospital, Modesto",.,.,030001661,.,.,Stanislaus,0,1604,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Surprise Valley Community Hospital, Cedarville",.,.,230000021,.,.,Modoc,0,66,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sutter Amador Hospital, Jackson",.,.,030000108,.,.,Amador,0,8170,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sutter Auburn Faith Hospital, Auburn",.,.,030000109,.,.,Placer,0,12274,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sutter Coast Hospital, Crescent City",.,.,110000049,.,.,Del Norte,0,7326,,,,,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sutter Davis Hospital, Davis",.,.,030000149,.,.,Yolo,1,11850,1.94,0.05,10.8,No Different,¥  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sutter Delta Medical Center, Antioch",.,.,140000016,.,.,Contra Costa,3,28545,1.22,0.31,3.31,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sutter General Hospital, Sacramento","Sutter Memorial Hospital, Sacramento",.,030000151,030000112,.,Sacramento,8,136410,0.87,0.41,1.66,No Different,†  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sutter Lakeside Hospital, Lakeport",.,.,110000019,.,.,Lake,0,6361,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Sutter Maternity & Surgery Center of Santa Cruz,.,.,070000959,.,.,Santa Cruz,0,5789,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Sutter Medical Center of Santa Rosa,.,.,110000007,.,.,Sonoma,1,28918,0.97,0.05,4.76,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Sutter Roseville Medical Center,.,.,030000134,.,.,Placer,3,88612,0.76,0.19,2.07,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sutter Solano Medical Center, Vallejo",.,.,110000068,.,.,Solano,2,19456,2.34,0.28,8.44,No Different,¥  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sutter Surgical Hospital, North Valley, Yuba City",.,.,630011844,.,.,Sutter,0,1571,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Sutter Tracy Community Hospital,.,.,030000141,.,.,San Joaquin,0,12599,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Tahoe Forest Hospital, Truckee",.,.,230000265,.,.,Nevada,0,5099,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Tehachapi Hospital, Tehachapi",.,.,120000413,.,.,Kern,0,5008,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Temple Community Hospital, Los Angeles",.,.,930000143,.,.,Los Angeles,1,9376,1.96,0.05,10.9,No Different,¥  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Torrance Memorial Medical Center, Torrance",.,.,930000127,.,.,Los Angeles,4,86421,0.83,0.26,2.01,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Tri-City Medical Center, Oceanside",.,.,080000152,.,.,San Diego,5,72686,1.49,0.55,3.3,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Tri-City Regional Medical Center, Hawaiian Gardens",.,.,930000032,.,.,Los Angeles,2,15388,1.73,0.29,5.71,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Trinity Hospital, Weaverville",.,.,230000022,.,.,Trinity,0,1855,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Tulare Regional Medical Center,.,.,120001467,.,.,Tulare,0,17062,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Twin Cities Community Hospital, Templeton",.,.,050000037,.,.,San Luis Obispo,1,19891,0.98,0.05,4.82,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"UCSF Medical Center, San Francisco","UCSF Medical Center at Mount Zion, San Francisco",.,220000031,220000015,.,San Francisco,11,189723,0.62,0.33,1.08,No Different,†  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Ukiah Valley Medical Center/Hospital Drive, Ukiah",.,.,110000070,.,.,Mendocino,0,13300,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"University of California Davis Medical Center, Sacramento",.,.,030000113,.,.,Sacramento,18,174935,1.38,0.85,2.15,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"University of California Irvine Medical Center, Orange",.,.,060000071,.,.,Orange,3,111070,0.28,0.07,0.76,Lower,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"University of California, San Diego Medical Center","UCSD-La Jolla, John M.& Sally B. Thornton Hospital",.,090000154,090001116,.,San Diego,13,159436,0.78,0.43,1.3,No Different,†  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"USC Kenneth Norris Jr. Cancer Hospital, Los Angeles",.,.,930000163,.,.,Los Angeles,2,9141,2.83,0.34,10.23,No Different,¥  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"USC Verdugo Hills Hospital, Glendale",.,.,930000187,.,.,Los Angeles,3,24548,2.77,0.71,7.54,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Valley Presbyterian Hospital, Van Nuys",.,.,930000129,.,.,Los Angeles,3,69450,0.55,0.14,1.49,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Valleycare Medical Center, Pleasanton","Valley Memorial Hospital, Livermore",.,140000797,140000199,.,Alameda,1,32240,0.59,0.03,2.88,No Different,†  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Ventura County Medical Center,"Ventura County Medical Center, Santa Paula Hospital",.,050000039,630010957,.,Ventura,4,56074,1.56,0.5,3.77,No Different,†  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Victor Valley Community Hospital, Victorville",.,.,240000054,.,.,San Bernardino,0,23395,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Washington Hospital, Fremont",.,.,140000118,.,.,Alameda,2,58203,0.72,0.12,2.38,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Watsonville Community Hospital,.,.,070000155,.,.,Santa Cruz,0,18983,,,,.,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"West Anaheim Medical Center, Anaheim",.,.,060000016,.,.,Orange,1,22853,0.37,0.02,1.83,No Different,¶  See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),West Hills Hospital and Medical Center,.,.,930000028,.,.,Los Angeles,5,43512,1.49,0.54,3.29,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Western Medical Center  Anaheim,.,.,060000074,.,.,Orange,3,40553,1.63,0.41,4.43,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Western Medical Center Santa Ana,.,.,060000073,.,.,Orange,3,34532,1.62,0.41,4.4,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"White Memorial Medical Center, Los Angeles",.,.,930000191,.,.,Los Angeles,2,97316,0.4,0.07,1.33,No Different,
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Whittier Hospital Medical Center,.,.,930000151,.,.,Los Angeles,1,30883,0.69,0.03,3.4,No Different,
