Year,State,HAI,Facility_ID,Facility_Name,County,Hospital_Category_RiskAdjustment,Hospital_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Met_2020_Goal,Months,SIR_2015,Notes
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000013,Foothill Regional Medical Center,Orange,Acute Care Hospital,"Community, <125 Beds",1,0.39,11779,2.58,0.07,14.38,Same,No,12,,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000011,Fountain Valley Regional Hospital and Medical Center,Orange,Acute Care Hospital,"Community, >250 Beds",7,5.21,78849,1.35,0.59,2.66,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000058,Garden Grove Hospital and Medical Center,Orange,Acute Care Hospital,"Community, <125 Beds",3,0.65,14869,4.59,0.95,13.42,Same,No,12,,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001674,"Healthbridge Children's Hospital, Orange",Orange,Acute Care Hospital,Pediatric,0,0.01,821,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001022,Hoag Hospital Irvine,Orange,Acute Care Hospital,"Community, <125 Beds",0,0.83,24891,0.00,0.00,4.46,Same,Yes,12,,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000014,Hoag Memorial Hospital Presbyterian,Orange,Acute Care Hospital,"Community, >250 Beds",1,5.19,117732,0.19,0.01,0.95,Better,Yes,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000014,Hoag Memorial Hospital Presbyterian,Orange,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.11,5896,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012891,Hoag Orthopedic Institute,Orange,Acute Care Hospital,"Community, <125 Beds",0,0.06,4580,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000015,Huntington Beach Hospital,Orange,Acute Care Hospital,"Community, <125 Beds",0,0.55,10096,0.00,0.00,6.72,Same,Yes,12,,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630013929,"Kaiser Foundation Hospital, Orange County, Anaheim",Orange,Acute Care Hospital,Major Teaching,6,3.31,64689,1.81,0.74,3.77,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Orange,Acute Care Hospital,Major Teaching,1,2.11,48608,0.48,0.02,2.34,Same,Yes,12,0.46,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001360,"Kindred Hospital, Brea",Orange,Long-Term Acute Care Hospital,Long-Term Acute Care,5,2.15,14933,2.33,0.85,5.16,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930001607,"Kindred Hospital, Santa Ana",Orange,Long-Term Acute Care Hospital,Long-Term Acute Care,5,1.94,14329,2.58,0.95,5.71,Same,No,12,1.06,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000017,"Kindred Hospital, Westminster",Orange,Long-Term Acute Care Hospital,Long-Term Acute Care,1,4.03,29996,0.25,0.01,1.23,Same,Yes,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000024,La Palma Intercommunity Hospital,Orange,Acute Care Hospital,"Community, 125-250 Beds",0,0.26,9302,0.00,0.00,13.95,Same,Yes,12,,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000025,Los Alamitos Medical Center,Orange,Acute Care Hospital,"Community, 125-250 Beds",10,3.89,51635,2.57,1.31,4.58,Worse,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000208,MemorialCare Orange Coast Medical Center,Orange,Acute Care Hospital,"Community, 125-250 Beds",0,2.00,53700,0.00,0.00,1.50,Same,Yes,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000063,MemorialCare Saddleback Medical Center,Orange,Acute Care Hospital,"Community, 125-250 Beds",4,1.56,43898,2.56,0.81,6.17,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000073,Orange County Global Medical Center,Orange,Acute Care Hospital,"Community, >250 Beds",2,2.94,42736,0.68,0.11,2.25,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000062,Placentia Linda Hospital,Orange,Acute Care Hospital,"Community, <125 Beds",0,0.67,15612,0.00,0.00,5.49,Same,Yes,12,,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000060,Providence Mission Hospital,Orange,Acute Care Hospital,Major Teaching,2,3.84,70814,0.52,0.09,1.72,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000060,Providence Mission Hospital,Orange,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.09,4670,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000066,Providence Mission Hospital - Laguna Beach,Orange,Acute Care Hospital,Major Teaching,0,0.37,11683,0.00,0.00,10.05,Same,Yes,12,,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000067,"Providence St. Joseph Hospital, Orange",Orange,Acute Care Hospital,"Community, >250 Beds",7,3.37,82321,2.08,0.91,4.11,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000068,Providence St. Jude Medical Center,Orange,Acute Care Hospital,"Community, >250 Beds",2,3.99,76922,0.50,0.08,1.66,Same,Yes,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000068,Providence St. Jude Medical Center,Orange,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.16,8403,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000021,South Coast Global Medical Center,Orange,Acute Care Hospital,"Community, 125-250 Beds",1,0.29,9122,3.51,0.09,19.53,Same,No,12,,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000071,University of California Irvine Medical Center,Orange,Acute Care Hospital,Major Teaching,9,12.05,124427,0.75,0.36,1.37,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000071,University of California Irvine Medical Center,Orange,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.08,4232,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000016,West Anaheim Medical Center,Orange,Acute Care Hospital,"Community, <125 Beds",10,1.58,26050,6.35,3.22,11.31,Worse,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030001370,"Kaiser Foundation Hospital, Roseville",Placer,Acute Care Hospital,Major Teaching,7,6.20,121959,1.13,0.49,2.23,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000109,Sutter Auburn Faith Hospital,Placer,Acute Care Hospital,"Community, <125 Beds",0,0.57,13614,0.00,0.00,6.51,Same,Yes,12,,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000134,Sutter Roseville Medical Center,Placer,Acute Care Hospital,"Community, >250 Beds",4,7.72,109404,0.52,0.17,1.25,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000134,Sutter Roseville Medical Center,Placer,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.23,12259,0.00,0.00,15.83,Same,Yes,12,,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000004,"Eastern Plumas Hospital, Portola Campus",Plumas,Critical Access Hospital,Critical Access,0,0.02,812,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000015,Plumas District Hospital,Plumas,Critical Access Hospital,Critical Access,0,0.05,2465,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000017,Seneca District Hospital,Plumas,Critical Access Hospital,Critical Access,0,0.00,0,,,,,,12,,"Incomplete Reporter, interpret with caution"
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000006,Corona Regional Medical Center,Riverside,Acute Care Hospital,"Community, 125-250 Beds",2,1.89,36258,1.06,0.18,3.50,Same,No,12,0.00,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000008,Desert Regional Medical Center,Riverside,Acute Care Hospital,Major Teaching,12,9.01,87641,1.33,0.72,2.27,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000008,Desert Regional Medical Center,Riverside,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.05,2579,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000044,Doctors Hospital of Riverside,Riverside,Acute Care Hospital,"Community, 125-250 Beds",0,1.40,32331,0.00,0.00,2.13,Same,Yes,12,2.00,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000011,Eisenhower Medical Center,Riverside,Acute Care Hospital,Major Teaching,4,4.05,76187,0.99,0.31,2.39,Same,No,12,0.62,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630019237,Encompass Health Rehabilitation Hospital of Murrieta,Riverside,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.21,10906,0.00,0.00,17.79,Same,Yes,12,,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000012,Hemet Global Medical Center,Riverside,Acute Care Hospital,Major Teaching,2,2.50,37445,0.80,0.13,2.64,Same,No,12,3.03,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000017,John F. Kennedy Memorial Hospital,Riverside,Acute Care Hospital,"Community, 125-250 Beds",1,0.77,22642,1.31,0.03,7.28,Same,No,12,0.00,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011959,"Kaiser Foundation Hospital, Moreno Valley",Riverside,Acute Care Hospital,Major Teaching,4,1.21,22572,3.31,1.05,7.97,Worse,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000707,"Kaiser Foundation Hospital, Riverside",Riverside,Acute Care Hospital,Major Teaching,4,2.69,56162,1.49,0.47,3.59,Same,No,12,0.40,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000004,"Kindred Hospital, Riverside",Riverside,Long-Term Acute Care Hospital,Long-Term Acute Care,5,2.52,13104,1.99,0.73,4.40,Same,No,12,1.30,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012971,"Loma Linda University Medical Center, Murrieta",Riverside,Acute Care Hospital,Major Teaching,5,2.08,45473,2.41,0.88,5.34,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000727,Menifee Global Medical Center,Riverside,Acute Care Hospital,"Community, <125 Beds",1,0.68,17506,1.48,0.04,8.23,Same,No,12,0.00,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000042,Palo Verde Hospital,Riverside,Acute Care Hospital,"Community, <125 Beds",0,0.03,1607,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000049,Riverside Community Hospital,Riverside,Acute Care Hospital,Major Teaching,13,8.54,135687,1.52,0.85,2.54,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000050,Riverside University Health System - Medical Center,Riverside,Acute Care Hospital,Major Teaching,5,5.19,90840,0.96,0.35,2.13,Same,No,12,1.58,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000101,San Gorgonio Memorial Hospital,Riverside,Acute Care Hospital,Major Teaching,0,0.66,12422,0.00,0.00,5.58,Same,Yes,12,,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000507,"Southwest Healthcare System, Murrieta",Riverside,Acute Care Hospital,"Community, 125-250 Beds",4,1.93,35479,2.07,0.66,4.99,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000344,"Southwest Healthcare System, Wildomar",Riverside,Acute Care Hospital,"Community, <125 Beds",3,1.99,37539,1.51,0.38,4.11,Same,No,12,1.79,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630014442,Temecula Valley Hospital,Riverside,Acute Care Hospital,"Community, 125-250 Beds",1,2.08,45581,0.48,0.02,2.37,Same,Yes,12,1.10,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630017654,Vibra Rehabilitation Hospital of Rancho Mirage,Riverside,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.19,10190,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000130,"Kaiser Foundation Hospital, Sacramento",Sacramento,Acute Care Hospital,Major Teaching,7,3.25,60778,2.16,0.94,4.26,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000133,"Kaiser Foundation Hospital, South Sacramento",Sacramento,Acute Care Hospital,Major Teaching,6,3.76,76146,1.59,0.65,3.32,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000124,Mercy General Hospital,Sacramento,Acute Care Hospital,Major Teaching,2,3.95,62940,0.51,0.09,1.67,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000124,Mercy General Hospital,Sacramento,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.12,6289,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000901,Mercy Hospital of Folsom,Sacramento,Acute Care Hospital,"Community, <125 Beds",1,1.10,29148,0.91,0.05,4.47,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000127,Mercy San Juan Medical Center,Sacramento,Acute Care Hospital,Major Teaching,6,7.86,94044,0.76,0.31,1.59,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000037,Methodist Hospital of Sacramento,Sacramento,Acute Care Hospital,"Community, 125-250 Beds",0,1.72,29395,0.00,0.00,1.75,Same,Yes,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030001506,Shriners Hospitals for Children Northern California,Sacramento,Acute Care Hospital,Pediatric,0,0.20,7154,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000151,"Sutter Medical Center, Sacramento",Sacramento,Acute Care Hospital,Major Teaching,11,11.06,150361,1.00,0.52,1.73,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000113,University of California Davis Medical Center,Sacramento,Acute Care Hospital,Major Teaching,20,17.65,210058,1.13,0.71,1.72,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000113,University of California Davis Medical Center,Sacramento,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.12,6362,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000907,Vibra Hospital of Sacramento,Sacramento,Long-Term Acute Care Hospital,Long-Term Acute Care,2,3.49,17631,0.57,0.10,1.89,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000142,Hazel Hawkins Memorial Hospital,San Benito,Critical Access Hospital,Critical Access,0,0.17,8018,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000100,Arrowhead Regional Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,10,8.85,102025,1.13,0.57,2.01,Same,No,12,1.63,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240001218,Ballard Rehabilitation Hospital,San Bernardino,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.24,12770,0.00,0.00,15.19,Same,Yes,12,0.00,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000001,Barstow Community Hospital,San Bernardino,Acute Care Hospital,"Community, <125 Beds",0,0.39,12934,0.00,0.00,9.38,Same,Yes,12,,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000002,Bear Valley Community Hospital,San Bernardino,Critical Access Hospital,Critical Access,0,0.02,1007,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000003,Chino Valley Medical Center,San Bernardino,Acute Care Hospital,"Community, <125 Beds",1,0.72,18324,1.39,0.04,7.75,Same,No,12,0.00,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000034,Colorado River Medical Center,San Bernardino,Critical Access Hospital,Critical Access,0,0.02,745,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000082,Community Hospital of San Bernardino,San Bernardino,Acute Care Hospital,"Community, >250 Beds",4,1.42,32331,2.82,0.90,6.80,Same,No,12,0.64,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240001330,Desert Valley Hospital,San Bernardino,Acute Care Hospital,"Community, 125-250 Beds",0,1.85,41077,0.00,0.00,1.62,Same,Yes,12,1.98,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000014,Hi-Desert Medical Center,San Bernardino,Acute Care Hospital,"Community, <125 Beds",0,0.12,6055,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000024,"Kaiser Foundation Hospital, Fontana",San Bernardino,Acute Care Hospital,Major Teaching,3,5.04,95617,0.60,0.15,1.62,Same,No,12,0.45,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630013398,"Kaiser Foundation Hospital, Ontario",San Bernardino,Acute Care Hospital,Major Teaching,1,2.40,52143,0.42,0.02,2.05,Same,Yes,12,0.74,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000040,"Kindred Hospital, Ontario",San Bernardino,Long-Term Acute Care Hospital,Long-Term Acute Care,1,5.09,26371,0.20,0.01,0.97,Better,Yes,12,1.66,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240001515,"Kindred Hospital, Rancho",San Bernardino,Long-Term Acute Care Hospital,Long-Term Acute Care,1,3.52,18409,0.28,0.01,1.40,Same,Yes,12,1.46,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630015551,Loma Linda University Children's Hospital,San Bernardino,Acute Care Hospital,Major Teaching,1,4.59,90914,0.22,0.01,1.07,Same,Yes,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000027,Loma Linda University Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,8,11.04,109546,0.73,0.34,1.38,Same,No,12,1.89,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000025,Loma Linda University Medical Center East Campus Hospital,San Bernardino,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,0.28,14572,3.61,0.09,20.11,Same,No,12,3.97,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000025,Loma Linda University Medical Center East Campus Hospital,San Bernardino,Acute Care Hospital,Major Teaching,0,1.07,19933,0.00,0.00,2.81,Same,Yes,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012294,Loma Linda University Surgical Hospital,San Bernardino,Acute Care Hospital,Major Teaching,0,0.10,4397,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000009,Montclair Hospital Medical Center,San Bernardino,Acute Care Hospital,"Community, <125 Beds",0,0.31,10205,0.00,0.00,11.73,Same,Yes,12,0.00,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000052,Mountains Community Hospital,San Bernardino,Critical Access Hospital,Critical Access,0,0.02,1077,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000104,"Providence St. Mary Medical Center, Apple Valley",San Bernardino,Acute Care Hospital,Major Teaching,5,4.35,63702,1.15,0.42,2.55,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000046,Redlands Community Hospital,San Bernardino,Acute Care Hospital,"Community, 125-250 Beds",4,1.89,44746,2.12,0.67,5.12,Same,No,12,0.00,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000053,San Antonio Regional Hospital,San Bernardino,Acute Care Hospital,"Community, >250 Beds",5,3.81,76390,1.31,0.48,2.91,Same,No,12,0.41,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000103,St. Bernardine Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,5,5.66,74929,0.88,0.32,1.96,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012380,Totally Kids Rehabilitation Hospital,San Bernardino,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.06,2919,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000054,Victor Valley Global Medical Center,San Bernardino,Acute Care Hospital,"Community, <125 Beds",2,0.57,22310,3.51,0.43,12.66,Same,No,12,1.07,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000013,Alvarado Hospital Medical Center,San Diego,Acute Care Hospital,"Community, 125-250 Beds",4,1.15,22995,3.47,1.10,8.38,Worse,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000045,Grossmont Hospital,San Diego,Acute Care Hospital,Major Teaching,9,8.07,128313,1.12,0.54,2.05,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000045,Grossmont Hospital,San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.09,4488,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630017096,"Kaiser Foundation Hospital, San Diego",San Diego,Acute Care Hospital,Major Teaching,1,3.59,71736,0.28,0.01,1.38,Same,Yes,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000144,"Kaiser Foundation Hospital, Zion",San Diego,Acute Care Hospital,Major Teaching,2,2.72,44387,0.74,0.12,2.43,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000048,"Kindred Hospital, San Diego",San Diego,Long-Term Acute Care Hospital,Long-Term Acute Care,7,2.73,18269,2.57,1.12,5.08,Worse,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630013873,Palomar Medical Center,San Diego,Acute Care Hospital,"Community, >250 Beds",6,4.61,93025,1.30,0.53,2.71,Same,No,12,1.82,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000147,Palomar Medical Center Poway,San Diego,Acute Care Hospital,"Community, <125 Beds",1,0.74,20309,1.34,0.03,7.49,Same,No,12,,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000147,Palomar Medical Center Poway,San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.03,1352,,,,,,4,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000145,Paradise Valley Hospital,San Diego,Acute Care Hospital,"Community, >250 Beds",2,1.61,24655,1.24,0.21,4.10,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000145,Paradise Valley Hospital,San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.11,5715,,,,,,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000023,"Rady Children's Hospital, San Diego",San Diego,Acute Care Hospital,Pediatric,3,2.61,75588,1.15,0.29,3.13,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000022,Scripps Green Hospital,San Diego,Acute Care Hospital,"Community, 125-250 Beds",0,1.52,33490,0.00,0.00,1.97,Same,Yes,11,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000150,"Scripps Memorial Hospital, Encinitas",San Diego,Acute Care Hospital,"Community, 125-250 Beds",1,1.72,55350,0.58,0.03,2.87,Same,No,11,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000149,"Scripps Memorial Hospital, La Jolla",San Diego,Acute Care Hospital,"Community, >250 Beds",2,4.59,102366,0.44,0.07,1.44,Same,Yes,11,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000025,Scripps Mercy Hospital,San Diego,Acute Care Hospital,Major Teaching,2,6.30,94213,0.32,0.05,1.05,Same,Yes,11,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000016,Scripps Mercy Hospital Chula Vista,San Diego,Acute Care Hospital,"Community, 125-250 Beds",3,1.63,40995,1.84,0.47,5.01,Same,No,11,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000977,Select Specialty Hospital - San Diego,San Diego,Long-Term Acute Care Hospital,Long-Term Acute Care,3,4.94,26162,0.61,0.15,1.65,Same,No,12,,
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000021,Sharp Chula Vista Medical Center,San Diego,Acute Care Hospital,"Community, >250 Beds",5,5.16,89803,0.97,0.36,2.15,Same,No,12,,
