Year,State,HAI,Facility_ID1,Facility_Name1,County,Hospital_Onset_Cases,Predicted_Cases,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Notes
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000141,Shriners Hospitals for Children,Los Angeles,0,,88,,,,,"Incomplete Reporter, see Data Dictionary"
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),30001506,Shriners Hospitals for Children Northern California,Sacramento,0,0.32,6430,0,0,11.57,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),230000262,Sierra Nevada Memorial Hospital,Nevada,2,1.33,20749,1.51,0.25,4.98,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),120001464,Sierra View Medical Center,Tulare,0,0.86,22216,0,0,4.29,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),50000031,Sierra Vista Regional Medical Center,San Luis Obispo,1,1.11,22885,0.9,0.05,4.46,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000035,Silver Lake Medical Center,Los Angeles,0,0.43,11948,0,0,8.62,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),50000455,Simi Valley Hospital & Health Care Services,Ventura,1,1.2,28836,0.84,0.04,4.12,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),150000050,Sonoma Developmental Center,Sonoma,0,,29,,,,,"Incomplete Reporter, see Data Dictionary"
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),110000056,Sonoma Valley Hospital,Sonoma,0,0.25,4288,0,0,15.04,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),30001799,Sonora Regional Medical Center,Tuolumne,0,0.86,22023,0,0,4.29,No Difference,"¥ See Data Dictionary; * Hospitals reported combined data, see Data Dictionary"
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),60000021,South Coast Global Medical Center,Orange,0,0.58,13329,0,0,6.34,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000015,Southern California Hospital at Culver City,Los Angeles,4,,41262,,,,,"Incomplete Reporter, see Data Dictionary"
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000064,Southern California Hospital at Hollywood,Los Angeles,6,,13978,,,,,"Incomplete Reporter, see Data Dictionary"
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),240000102,Southern Inyo Hospital,Inyo,0,,0,,,,,"Incomplete Reporter, see Data Dictionary"
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),250000507,"Southwest Healthcare System, Murrieta",Riverside,0,1.15,29828,0,0,2.62,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),250000344,"Southwest Healthcare System, Wildomar",Riverside,2,1.27,32304,1.57,0.26,5.19,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),50000026,St Johns Pleasant Valley Hospital,Ventura,0,0.72,14933,0,0,5.15,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),50000035,St Johns Regional Medical Center,Ventura,3,2.44,47855,1.23,0.31,3.34,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),140000041,St Rose Hospital,Alameda,1,1.37,29533,0.73,0.04,3.59,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),240000103,St. Bernardine Medical Center,San Bernardino,7,11.58,70218,0.61,0.26,1.2,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),230000020,St. Elizabeth Community Hospital,Tehama,1,0.32,9043,3.09,0.08,17.2,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),110000058,St. Helena Hospital,Napa,0,0.72,16632,0,0,5.15,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),110000044,St. Helena Hospital - Clearlake,Lake,0,0.65,5423,0,0,5.72,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),110000067,"St. Joseph Hospital, Eureka",Humboldt,5,1.54,29641,3.26,1.19,7.22,Higher,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),60000067,"St. Joseph Hospital, Orange",Orange,2,5.21,86390,0.38,0.06,1.27,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),30000143,St. Joseph's Medical Center Of Stockton,San Joaquin,5,3.24,83112,1.54,0.57,3.42,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),60000068,St. Jude Medical Center,Orange,3,2.68,67207,1.12,0.29,3.05,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),240000104,"St. Mary Medical Center, Apple Valley",San Bernardino,1,3.4,64508,0.29,0.02,1.45,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000103,"St. Mary Medical Center, Long Beach",Los Angeles,2,2.09,51653,0.96,0.16,3.17,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),220000030,St. Mary's Medical Center,San Francisco,0,1.77,24472,0,0,1.69,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),70001357,Stanford Health Care,Santa Clara,11,12.93,150925,0.85,0.45,1.48,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),30001661,Stanislaus Surgical Hospital,Stanislaus,0,0.05,1366,,,,,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),230000021,Surprise Valley Community Hospital,Modoc,0,,0,,,,,"Incomplete Reporter, see Data Dictionary"
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),30000108,Sutter Amador Hospital,Amador,1,0.44,9188,2.29,0.06,12.78,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),30000109,Sutter Auburn Faith Hospital,Placer,0,1.2,11232,0,0,2.49,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),110000049,Sutter Coast Hospital,Del Norte,1,0.24,6802,4.1,0.1,22.86,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),30000149,Sutter Davis Hospital,Yolo,0,0.67,12073,0,0,5.54,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),140000016,Sutter Delta Medical Center,Contra Costa,1,1.47,32135,0.68,0.03,3.36,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),110000019,Sutter Lakeside Hospital,Lake,0,0.38,6933,0,0,9.76,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),70000959,Sutter Maternity & Surgery Center of Santa Cruz,Santa Cruz,0,0.21,5917,0,0,17.4,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),30000151,"Sutter Medical Center, Sacramento",Sacramento,5,8.62,135854,0.58,0.21,1.29,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),30000134,Sutter Roseville Medical Center,Placer,4,3.87,74346,1.03,0.33,2.49,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),110000007,Sutter Santa Rosa Regional Hospital,Sonoma,0,0.87,22436,0,0,4.24,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),110000068,Sutter Solano Medical Center,Solano,1,0.8,18082,1.25,0.03,6.97,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),630011844,Sutter Surgical Hospital - North Valley,Sutter,0,,1354,,,,,"Incomplete Reporter, see Data Dictionary"
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),30000141,Sutter Tracy Community Hospital,San Joaquin,0,0.56,12121,0,0,6.58,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),230000265,Tahoe Forest Hospital,Nevada,0,0.17,4629,,,,,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),120000413,Tehachapi Hospital,Kern,0,0.21,5735,0,0,17.95,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),630014442,Temecula Valley Hospital,Riverside,1,1.24,25323,0.81,0.04,3.99,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),50001468,Thousand Oaks Surgical Hospital,Ventura,0,0.09,2623,,,,,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000127,Torrance Memorial Medical Center,Los Angeles,2,3.5,95894,0.57,0.1,1.89,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),80000152,Tri-City Medical Center,San Diego,2,2.44,66895,0.82,0.14,2.71,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),230000022,Trinity Hospital,Trinity,0,,1191,,,,,"Incomplete Reporter, see Data Dictionary"
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),120001467,Tulare Regional Medical Center,Tulare,0,0.56,15550,0,0,6.62,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),50000037,Twin Cities Community Hospital,San Luis Obispo,0,0.89,17201,0,0,4.17,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),220000031,UCSF Medical Center,San Francisco,8,16.08,211863,0.5,0.23,0.95,Lower,"* Hospitals reported combined data, see Data Dictionary"
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),110000070,Ukiah Valley Medical Center,Mendocino,0,0.64,14391,0,0,5.74,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),30000113,University of California Davis Medical Center,Sacramento,18,13.59,175895,1.33,0.81,2.05,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),60000071,University of California Irvine Medical Center,Orange,5,11.68,119641,0.43,0.16,0.95,Lower,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),90000154,"University of California, San Diego Medical Center",San Diego,17,13.59,167072,1.25,0.75,1.96,No Difference,"* Hospitals reported combined data, see Data Dictionary"
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000163,USC Kenneth Norris Jr. Cancer Hospital,Los Angeles,3,0.75,12409,4,0.82,11.68,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),40000129,Valley Children's Hospital,Madera,4,2.81,75851,1.42,0.45,3.43,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000129,Valley Presbyterian Hospital,Los Angeles,6,2.48,60680,2.42,0.98,5.04,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),140000797,Valleycare Medical Center,Alameda,1,1.48,37777,0.67,0.03,3.33,No Difference,"* Hospitals reported combined data, see Data Dictionary"
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),50000039,Ventura County Medical Center,Ventura,1,2.05,46800,0.49,0.02,2.4,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),630010957,Ventura County Medical Center - Santa Paula Hospital,Ventura,0,0.44,6449,0,0,8.43,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000187,Verdugo Hills Hospital,Los Angeles,1,1.57,18997,0.64,0.03,3.13,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),240000054,Victor Valley Global Medical Center,San Bernardino,1,1.62,26620,0.62,0.03,3.04,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),140000118,Washington Hospital,Alameda,2,2.81,60382,0.71,0.12,2.35,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),70000155,Watsonville Community Hospital,Santa Cruz,0,0.75,15681,0,0,4.94,No Difference,¥ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),60000016,West Anaheim Medical Center,Orange,3,3.32,26157,0.91,0.23,2.46,No Difference,¶ See Data Dictionary
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000188,West Covina Medical Center,Los Angeles,0,0.06,1797,,,,,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000028,West Hills Hospital & Medical Center,Los Angeles,0,1.83,46578,0,0,1.64,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000191,White Memorial Medical Center,Los Angeles,2,5.11,89359,0.39,0.07,1.29,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),930000151,Whittier Hospital Medical Center,Los Angeles,2,1.61,34232,1.24,0.21,4.11,No Difference,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),30000146,Woodland Memorial Hospital,Yolo,0,0.6,11976,0,0,6.11,No Difference,¥ See Data Dictionary
