Year,State,County,HAI,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Months,Notes
2020H2,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000006,Chapman Global Medical Center,Acute Care Hospital,"Community, <125 Beds",0,0.19,4059,,,,,6,
2020H2,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000068,"Providence St. Jude Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.07,3640,,,,,6,
2020H2,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000068,Providence St. Jude Medical Center,Acute Care Hospital,"Community, >250 Beds",2,2.77,36536,0.72,0.12,2.38,Same,6,
2020H2,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000008,College Hospital Costa Mesa,Acute Care Hospital,"Community, 125-250 Beds",0,0.50,21253,0.00,0.00,7.41,Same,6,¥ See Data Dictionary
2020H2,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000017,"Kindred Hospital, Westminster",Long-Term Acute Care Hospital,Long-Term Acute Care,0,2.17,15209,0.00,0.00,1.38,Same,6,
2020H2,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000062,Placentia Linda Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.54,7997,0.00,0.00,6.83,Same,6,¥ See Data Dictionary
2020H2,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000060,"Providence Mission Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.05,2638,,,,,6,
2020H2,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000060,Providence Mission Hospital,Acute Care Hospital,"Community, >250 Beds",3,1.22,35349,2.45,0.62,6.67,Same,6,
2020H2,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001207,Children's Hospital at Mission,Acute Care Hospital,Pediatric,0,0.09,3651,,,,,6,
2020H2,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000015,Huntington Beach Hospital,Acute Care Hospital,"Community, <125 Beds",2,0.25,5390,7.97,0.97,28.79,Same,6,¥ See Data Dictionary
2020H2,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000058,Garden Grove Hospital and Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0.37,8405,2.72,0.07,15.16,Same,6,¥ See Data Dictionary
2020H2,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000024,La Palma Intercommunity Hospital,Acute Care Hospital,"Community, 125-250 Beds",0,0.14,5101,,,,,6,
2020H2,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Acute Care Hospital,Major Teaching,1,0.97,23687,1.03,0.03,5.75,Same,6,¥ See Data Dictionary
2020H2,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000021,South Coast Global Medical Center,Acute Care Hospital,"Community, 125-250 Beds",0,0.23,5938,0.00,0.00,16.35,Same,6,¥ See Data Dictionary
2020H2,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000016,West Anaheim Medical Center,Acute Care Hospital,"Community, <125 Beds",4,0.57,10912,7.01,1.91,17.94,Worse,5,"Incomplete Reporter, interpret with caution"
2020H2,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000074,Anaheim Global Medical Center,Acute Care Hospital,"Community, 125-250 Beds",0,0.41,7631,0.00,0.00,9.04,Same,6,¥ See Data Dictionary
2020H2,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001674,"Healthbridge Children's Hospital, Orange",Acute Care Hospital,Pediatric,0,0.01,633,,,,,6,
2020H2,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000002,AHMC Anaheim Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0.68,17509,1.47,0.04,8.17,Same,6,¥ See Data Dictionary
2020H2,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000067,"Providence St. Joseph Hospital, Orange",Acute Care Hospital,"Community, >250 Beds",1,1.49,37555,0.67,0.03,3.30,Same,6,
2020H2,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001360,"Kindred Hospital, Brea",Long-Term Acute Care Hospital,Long-Term Acute Care,0,1.05,7172,0.00,0.00,2.85,Same,6,
2020H2,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930001607,"Kindred Hospital, Santa Ana",Long-Term Acute Care Hospital,Long-Term Acute Care,3,1.16,8268,2.59,0.66,7.05,Same,6,
2020H2,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001097,Encompass Health Rehabilitation Hospital of Tustin,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.13,6846,,,,,6,
2020H2,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012891,Hoag Orthopedic Institute,Acute Care Hospital,"Community, <125 Beds",0,0.03,2383,,,,,6,
2020H2,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000066,Providence Mission Hospital - Laguna Beach,Acute Care Hospital,"Community, <125 Beds",1,0.13,5604,,,,,6,
2020H2,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000014,"Hoag Memorial Hospital Presbyterian, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.06,3108,,,,,6,
2020H2,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000014,Hoag Memorial Hospital Presbyterian,Acute Care Hospital,"Community, >250 Beds",0,2.83,56951,0.00,0.00,1.06,Same,6,
2020H2,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001022,Hoag Hospital Irvine,Acute Care Hospital,"Community, <125 Beds",0,0.33,9590,0.00,0.00,11.26,Same,6,¥ See Data Dictionary
2020H2,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000013,Foothill Regional Medical Center,Acute Care Hospital,"Community, <125 Beds",0,0.19,6337,,,,,6,
2020H2,California,Placer,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000134,"Sutter Roseville Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.11,5712,,,,,6,
2020H2,California,Placer,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000134,Sutter Roseville Medical Center,Acute Care Hospital,"Community, >250 Beds",8,2.63,49334,3.04,1.41,5.77,Worse,6,
2020H2,California,Placer,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000109,Sutter Auburn Faith Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.23,6471,0.00,0.00,15.85,Same,6,¥ See Data Dictionary
2020H2,California,Placer,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030001370,"Kaiser Foundation Hospital, Roseville",Acute Care Hospital,Major Teaching,0,2.87,56251,0.00,0.00,1.04,Same,6,
2020H2,California,Plumas,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000015,Plumas District Hospital,Critical Access Hospital,Critical Access,0,0.01,263,,,,,2,"Incomplete Reporter, interpret with caution"
2020H2,California,Plumas,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000004,"Eastern Plumas Hospital, Portola Campus",Critical Access Hospital,Critical Access,0,0.01,340,,,,,6,
2020H2,California,Plumas,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000017,Seneca District Hospital,Critical Access Hospital,Critical Access,0,0.00,0,,,,,6,"Incomplete Reporter, interpret with caution"
2020H2,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000049,Riverside Community Hospital,Acute Care Hospital,Major Teaching,3,5.82,62564,0.52,0.13,1.40,Same,6,
2020H2,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000006,Corona Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0.85,18745,1.17,0.03,6.54,Same,6,¥ See Data Dictionary
2020H2,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,4,2.57,45002,1.55,0.49,3.75,Same,6,
2020H2,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000012,Hemet Global Medical Center,Acute Care Hospital,Major Teaching,4,0.00,0,,,,,6,"Incomplete Reporter, interpret with caution"
2020H2,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011959,"Kaiser Foundation Hospital, Moreno Valley",Acute Care Hospital,Major Teaching,2,0.37,10176,5.34,0.65,19.29,Same,6,¥ See Data Dictionary
2020H2,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000707,"Kaiser Foundation Hospital, Riverside",Acute Care Hospital,Major Teaching,1,1.05,28781,0.96,0.05,4.71,Same,6,
2020H2,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000727,Menifee Global Medical Center,Acute Care Hospital,"Community, <125 Beds",0,0.00,0,,,,,0,"Incomplete Reporter, interpret with caution"
2020H2,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000011,Eisenhower Medical Center,Acute Care Hospital,Major Teaching,1,2.81,34165,0.36,0.02,1.75,Same,6,
2020H2,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000004,"Kindred Hospital, Riverside",Long-Term Acute Care Hospital,Long-Term Acute Care,3,1.22,6936,2.45,0.62,6.68,Same,6,
2020H2,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000044,Doctors Hospital of Riverside,Acute Care Hospital,"Community, 125-250 Beds",0,0.28,9113,0.00,0.00,13.10,Same,3,"Incomplete Reporter, interpret with caution"
2020H2,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000042,Palo Verde Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.02,1040,,,,,6,
2020H2,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000101,San Gorgonio Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",1,0.31,6411,3.28,0.08,18.25,Same,6,¥ See Data Dictionary
2020H2,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000008,"Desert Regional Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.02,1155,,,,,6,
2020H2,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000008,Desert Regional Medical Center,Acute Care Hospital,Major Teaching,6,4.04,43656,1.49,0.60,3.09,Same,6,
2020H2,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000507,"Southwest Healthcare System, Murrieta",Acute Care Hospital,"Community, <125 Beds",0,0.59,16628,0.00,0.00,6.26,Same,6,¥ See Data Dictionary
2020H2,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000017,John F. Kennedy Memorial Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0.39,14242,2.54,0.06,14.15,Same,6,¥ See Data Dictionary
2020H2,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012971,"Loma Linda University Medical Center, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",2,1.37,21346,1.46,0.24,4.81,Same,6,
2020H2,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000344,"Southwest Healthcare System, Wildomar",Acute Care Hospital,"Community, <125 Beds",1,1.04,18571,0.96,0.05,4.75,Same,6,
2020H2,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630014442,Temecula Valley Hospital,Acute Care Hospital,"Community, 125-250 Beds",3,0.96,20547,3.12,0.64,9.11,Same,6,¥ See Data Dictionary
2020H2,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630017654,Vibra Rehabilitation Hospital of Rancho Mirage,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.09,4989,,,,,6,
2020H2,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630019237,Encompass Health Rehabilitation Hospital of Murrieta,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.06,3210,,,,,6,
2020H2,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000113,"University of California Davis Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.03,1495,,,,,3,
2020H2,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000113,University of California Davis Medical Center,Acute Care Hospital,Major Teaching,13,9.33,101068,1.39,0.78,2.32,Same,6,
2020H2,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000151,"Sutter Medical Center, Sacramento",Acute Care Hospital,Major Teaching,2,4.28,74908,0.47,0.08,1.54,Same,6,
2020H2,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000133,"Kaiser Foundation Hospital, South Sacramento",Acute Care Hospital,Major Teaching,1,1.46,36098,0.69,0.03,3.38,Same,6,
2020H2,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000127,Mercy San Juan Medical Center,Acute Care Hospital,Major Teaching,3,2.84,45163,1.06,0.27,2.87,Same,6,
2020H2,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000901,Mercy Hospital of Folsom,Acute Care Hospital,"Community, <125 Beds",0,0.47,12964,0.00,0.00,7.90,Same,6,¥ See Data Dictionary
2020H2,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000037,Methodist Hospital of Sacramento,Acute Care Hospital,"Community, 125-250 Beds",1,0.72,17850,1.40,0.04,7.78,Same,6,¥ See Data Dictionary
2020H2,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030001506,Shriners Hospitals for Children Northern California,Acute Care Hospital,Pediatric,0,0.09,3438,,,,,6,
2020H2,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000130,"Kaiser Foundation Hospital, Sacramento",Acute Care Hospital,"Community, >250 Beds",6,1.58,29161,3.80,1.54,7.91,Worse,6,
2020H2,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000124,"Mercy General Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.06,3401,,,,,6,
2020H2,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000124,Mercy General Hospital,Acute Care Hospital,Major Teaching,2,2.65,32429,0.76,0.13,2.50,Same,6,
2020H2,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000907,Vibra Hospital of Sacramento,Long-Term Acute Care Hospital,Long-Term Acute Care,2,1.81,9365,1.11,0.19,3.65,Same,6,
2020H2,California,San Benito,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000142,Hazel Hawkins Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.05,3042,,,,,6,
2020H2,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000027,Loma Linda University Medical Center,Acute Care Hospital,Major Teaching,2,5.20,53524,0.39,0.06,1.27,Same,6,
2020H2,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000024,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teaching,4,2.47,48602,1.62,0.52,3.91,Same,6,
2020H2,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000104,"Providence St. Mary Medical Center, Apple Valley",Acute Care Hospital,Major Teaching,1,1.71,31249,0.59,0.03,2.89,Same,6,
2020H2,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000053,San Antonio Regional Hospital,Acute Care Hospital,"Community, >250 Beds",4,2.82,39827,1.42,0.45,3.42,Same,6,
2020H2,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000103,St. Bernardine Medical Center,Acute Care Hospital,Major Teaching,4,2.40,38115,1.67,0.53,4.02,Same,6,
2020H2,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000100,Arrowhead Regional Medical Center,Acute Care Hospital,"Community, >250 Beds",3,3.82,51579,0.79,0.20,2.14,Same,6,
2020H2,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000002,Bear Valley Community Hospital,Critical Access Hospital,Critical Access,0,0.01,559,,,,,6,
2020H2,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240001330,Desert Valley Hospital,Acute Care Hospital,"Community, 125-250 Beds",0,0.77,21999,0.00,0.00,4.82,Same,6,¥ See Data Dictionary
2020H2,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000046,Redlands Community Hospital,Acute Care Hospital,"Community, 125-250 Beds",0,1.36,23775,0.00,0.00,2.20,Same,6,
2020H2,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000001,Barstow Community Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.15,4841,,,,,6,
2020H2,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000040,"Kindred Hospital, Ontario",Long-Term Acute Care Hospital,Long-Term Acute Care,0,1.60,13550,0.00,0.00,1.87,Same,6,
2020H2,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240001218,Ballard Rehabilitation Hospital,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.12,6540,,,,,6,
2020H2,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000009,Montclair Hospital Medical Center,Acute Care Hospital,"Community, <125 Beds",0,0.25,6347,0.00,0.00,14.99,Same,6,¥ See Data Dictionary
2020H2,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000054,Victor Valley Global Medical Center,Acute Care Hospital,"Community, <125 Beds",0,0.05,2128,,,,,6,"Incomplete Reporter, interpret with caution"
2020H2,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240001515,"Kindred Hospital, Rancho",Long-Term Acute Care Hospital,Long-Term Acute Care,0,1.75,9607,0.00,0.00,1.71,Same,6,
2020H2,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000014,Hi-Desert Medical Center,Acute Care Hospital,"Community, <125 Beds",0,0.06,2945,,,,,6,
2020H2,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000082,Community Hospital of San Bernardino,Acute Care Hospital,"Community, >250 Beds",1,0.46,13451,2.17,0.06,12.07,Same,6,¥ See Data Dictionary
2020H2,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000034,Colorado River Medical Center,Critical Access Hospital,Critical Access,0,0.01,469,,,,,6,
2020H2,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000052,Mountains Community Hospital,Critical Access Hospital,Critical Access,0,0.01,419,,,,,6,
2020H2,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000003,Chino Valley Medical Center,Acute Care Hospital,"Community, <125 Beds",0,0.33,10573,0.00,0.00,11.34,Same,6,¥ See Data Dictionary
2020H2,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630013398,"Kaiser Foundation Hospital, Ontario",Acute Care Hospital,Major Teaching,2,1.26,25792,1.59,0.27,5.26,Same,6,
2020H2,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630015551,Loma Linda University Children's Hospital,Acute Care Hospital,Major Teaching,0,2.85,43648,0.00,0.00,1.05,Same,6,
2020H2,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012294,Loma Linda University Surgical Hospital,Acute Care Hospital,Major Teaching,0,0.05,2123,,,,,6,
2020H2,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000025,"Loma Linda University Medical Center East Campus Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.14,7516,,,,,6,
2020H2,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000025,Loma Linda University Medical Center East Campus Hospital,Acute Care Hospital,Major Teaching,0,0.61,8707,0.00,0.00,6.05,Same,6,¥ See Data Dictionary
2020H2,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012380,Totally Kids Rehabilitation Hospital,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.03,1516,,,,,6,
2020H2,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000036,"Sharp Memorial Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.07,3791,,,,,6,
2020H2,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,2,4.00,49080,0.50,0.08,1.65,Same,6,
2020H2,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000045,"Grossmont Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.04,1928,,,,,6,
2020H2,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,5,5.59,60810,0.89,0.33,1.98,Same,6,
2020H2,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000021,Sharp Chula Vista Medical Center,Acute Care Hospital,"Community, >250 Beds",2,2.46,41642,0.81,0.14,2.69,Same,6,
2020H2,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080001470,Sharp Mary Birch Hospital For Women And Newborns,Acute Care Hospital,Major Teaching,0,0.69,26575,0.00,0.00,5.31,Same,6,¥ See Data Dictionary
2020H2,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000033,Sharp Coronado Hospital and Healthcare Center,Acute Care Hospital,Major Teaching,1,0.24,5145,4.19,0.11,23.35,Same,6,¥ See Data Dictionary
2020H2,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000023,"Rady Children's Hospital, San Diego",Acute Care Hospital,Pediatric,1,0.91,31542,1.10,0.03,6.14,Same,6,¥ See Data Dictionary
2020H2,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000025,Scripps Mercy Hospital,Acute Care Hospital,Major Teaching,1,3.25,47190,0.31,0.02,1.52,Same,6,
2020H2,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090001116,UC San Diego Health La Jolla,Acute Care Hospital,Major Teaching,3,4.28,63483,0.70,0.18,1.91,Same,6,
2020H2,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0.77,16990,1.30,0.03,7.22,Same,6,¥ See Data Dictionary
2020H2,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000152,"Tri-City Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.03,1327,,,,,6,
2020H2,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000152,Tri-City Medical Center,Acute Care Hospital,"Community, >250 Beds",0,1.29,29738,0.00,0.00,2.33,Same,6,
2020H2,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000144,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,1,1.41,20519,0.71,0.04,3.50,Same,6,
2020H2,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000048,"Kindred Hospital, San Diego",Long-Term Acute Care Hospital,Long-Term Acute Care,5,1.29,8848,3.87,1.42,8.57,Worse,6,
2020H2,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000977,Select Specialty Hospital - San Diego,Long-Term Acute Care Hospital,Long-Term Acute Care,1,3.05,13622,0.33,0.02,1.62,Same,6,
2020H2,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000145,"Paradise Valley Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.02,1261,,,,,6,
2020H2,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000145,Paradise Valley Hospital,Acute Care Hospital,"Community, >250 Beds",1,0.50,9470,1.99,0.05,11.07,Same,6,¥ See Data Dictionary
2020H2,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",2,2.02,45315,0.99,0.17,3.27,Same,6,
2020H2,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000147,"Palomar Medical Center Poway, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.05,2382,,,,,6,
2020H2,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",0,0.45,9124,0.00,0.00,8.26,Same,6,¥ See Data Dictionary
