Year,State,HAI,Facility_ID,Facility_Name,County,Facility_Category,Facility_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,SIR_2015,Notes
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000280,"Santa Barbara Cottage Hospital, Rehabilitation Unit",Santa Barbara,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.18,9225,, , ,,,"* Hospitals reported combined data, see Data Dictionary"
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000455,Simi Valley Hospital & Health Care Services,Ventura,General Acute Care Hospital,Community (125-250 Beds),0,1.02,29661,0,0,2.94,Same,0.78,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000553,Los Robles Hospital & Medical Center - East Campus,Ventura,General Acute Care Hospital,Community (<125 Beds),0,0.17,7058,, , ,,0,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000553,"Los Robles Hospital & Medical Center - East Campus, Rehabilitation Unit",Ventura,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.13,6755,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050001468,Thousand Oaks Surgical Hospital,Ventura,General Acute Care Hospital,Community (<125 Beds),0,0.03,2307,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000002,AHMC Anaheim Regional Medical Center,Orange,General Acute Care Hospital,Community (125-250 Beds),1,2.41,46889,0.42,0.02,2.05,Same,0,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000006,Chapman Global Medical Center,Orange,General Acute Care Hospital,Community (<125 Beds),0,0.28,7259,0,0,13.08,Same,0,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000007,Children's Hospital of Orange County,Orange,General Acute Care Hospital,Pediatric,5,2.65,64019,1.89,0.69,4.18,Same,0,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000008,College Hospital Costa Mesa,Orange,General Acute Care Hospital,Community (<125 Beds),0,0.95,40686,0,0,3.87,Same,1.04,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000011,Fountain Valley Regional Hospital & Medical Center,Orange,General Acute Care Hospital,Community (>250 Beds),1,4.45,85344,0.23,0.01,1.11,Same,1.41,"* Hospitals reported combined data, see Data Dictionary"
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000013,Foothill Regional Medical Center,Orange,General Acute Care Hospital,Community (<125 Beds),0,0.29,9965,0,0,12.61,Same,,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000014,Hoag Memorial Hospital Presbyterian,Orange,General Acute Care Hospital,Community (>250 Beds),1,5.09,115258,0.2,0.01,0.97,Better,0.42,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000015,Huntington Beach Hospital,Orange,General Acute Care Hospital,Community (<125 Beds),2,0.33,11496,6.1,0.74,22.02,Same,1.79,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000016,West Anaheim Medical Center,Orange,General Acute Care Hospital,Major Teaching,2,1.85,25018,1.08,0.18,3.57,Same,1.87,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000017,"Kindred Hospital, Westminster",Orange,Long-term Acute Care Hospital,LTAC,8,4.34,35244,1.84,0.86,3.5,Same,2.71,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000021,South Coast Global Medical Center,Orange,General Acute Care Hospital,Community (125-250 Beds),0,0.5,12051,0,0,7.43,Same,0,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000024,La Palma Intercommunity Hospital,Orange,General Acute Care Hospital,Community (125-250 Beds),0,0.71,15466,0,0,5.23,Same,2.43,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000025,Los Alamitos Medical Center,Orange,General Acute Care Hospital,Community (125-250 Beds),2,1.68,43269,1.19,0.2,3.93,Same,1.07,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000027,LAC/Harbor UCLA Medical Center,Los Angeles,General Acute Care Hospital,Major Teaching,5,8.15,94589,0.61,0.23,1.36,Same,0.67,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000028,LAC/Rancho Los Amigos National Rehabilitation Center,Los Angeles,General Acute Care Hospital,Community (125-250 Beds),0,1.13,26856,0,0,2.64,Same,0.63,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000028,"LAC/Rancho Los Amigos National Rehabilitation Center, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.4,20807,0,0,9.32,Same,2.13,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000035,Martin Luther King Jr. Community Hospital,Los Angeles,General Acute Care Hospital,Community (125-250 Beds),0,0.87,27842,0,0,4.23,Same,,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000038,LAC/Olive View UCLA Medical Center,Los Angeles,General Acute Care Hospital,Major Teaching,3,3.31,54397,0.91,0.23,2.47,Same,1.73,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000040,LAC+USC Medical Center,Los Angeles,General Acute Care Hospital,Major Teaching,9,13,169708,0.69,0.34,1.27,Same,1.92,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000058,Garden Grove Hospital and Medical Center,Orange,General Acute Care Hospital,Community (125-250 Beds),4,0.95,20334,4.19,1.14,10.74,Worse,3.26,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000060,Mission Hospital Regional Medical Center,Orange,General Acute Care Hospital,Community (>250 Beds),1,3.88,72660,0.26,0.01,1.27,Same,0.69,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000060,"Mission Hospital Regional Medical Center, Rehabilitation Unit",Orange,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.09,4774,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000062,Placentia Linda Hospital,Orange,General Acute Care Hospital,Community (<125 Beds),0,0.62,16184,0,0,5.91,Same,1.58,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000063,Saddleback Memorial Medical Center,Orange,General Acute Care Hospital,Community (>250 Beds),1,1.94,47581,0.52,0.03,2.54,Same,0,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000066,Mission Hospital Laguna Beach,Orange,General Acute Care Hospital,Community (<125 Beds),0,0.27,11492,0,0,13.6,Same,0,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000067,"St. Joseph Hospital, Orange",Orange,General Acute Care Hospital,Community (>250 Beds),1,4.56,79048,0.22,0.01,1.08,Same,0.46,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000068,St. Jude Medical Center,Orange,General Acute Care Hospital,Community (>250 Beds),2,4.11,73254,0.49,0.08,1.61,Same,0.7,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000068,"St. Jude Medical Center, Rehabilitation Unit",Orange,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.17,8860,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000071,University of California Irvine Medical Center,Orange,General Acute Care Hospital,Major Teaching,10,10.03,113097,1,0.51,1.78,Same,0.44,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000071,"University of California Irvine Medical Center, Rehabilitation Unit",Orange,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.06,3164,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000073,Orange County Global Medical Center,Orange,General Acute Care Hospital,Community (>250 Beds),0,2.14,40914,0,0,1.4,Same,1.29,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000074,Anaheim Global Medical Center,Orange,General Acute Care Hospital,Community (125-250 Beds),2,0.76,13853,2.62,0.32,9.46,Same,0,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000208,Orange Coast Memorial Medical Center,Orange,General Acute Care Hospital,Community (125-250 Beds),0,1.18,41868,0,0,2.55,Same,1.71,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001022,Hoag Hospital Irvine,Orange,General Acute Care Hospital,Community (<125 Beds),0,0.55,16740,0,0,6.72,Same,0,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001097,Healthsouth Tustin Rehabilitation Hospital,Orange,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation Hospital,0,0.28,14893,0,0,13.03,Same,0,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001207,Children's Hospital at Mission,Orange,General Acute Care Hospital,Pediatric,0,0.15,8408,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001360,"Kindred Hospital, Brea",Orange,Long-term Acute Care Hospital,LTAC,1,1.67,14105,0.6,0.03,2.95,Same,2.83,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001674,Healthbridge Children's Hospital - Orange,Orange,General Acute Care Hospital,Pediatric,, ,,, , ,,,"Incomplete Reporter, see Data Dictionary"
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630010957,Ventura County Medical Center - Santa Paula Hospital,Ventura,General Acute Care Hospital,Community (<125 Beds),0,0.12,5599,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011203,"Kaiser Foundation Hospital, Antioch",Contra Costa,General Acute Care Hospital,Community (125-250 Beds),0,1.06,28869,0,0,2.83,Same,1.09,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Orange,General Acute Care Hospital,Major Teaching,1,2.43,46556,0.41,0.02,2.03,Same,0.46,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011844,Sutter Surgical Hospital - North Valley,Sutter,General Acute Care Hospital,Community (<125 Beds),0,0.02,1398,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011959,"Kaiser Foundation Hospital, Moreno Valley",Riverside,General Acute Care Hospital,Community (<125 Beds),0,0.77,16901,0,0,4.79,Same,0,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012294,Loma Linda University Surgical Hospital,San Bernardino,General Acute Care Hospital,Major Teaching,0,0.11,4763,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012364,"Kaiser Foundation Hospital, Vacaville",Solano,General Acute Care Hospital,Major Teaching,2,1.05,25939,1.91,0.32,6.3,Same,0,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012380,Totally Kids Rehabilitation Hospital,San Bernardino,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation Hospital,0,0.02,933,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012891,Hoag Orthopedic Institute,Orange,General Acute Care Hospital,Community (<125 Beds),0,0.14,10868,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012960,Adventist Medical Center,Kings,General Acute Care Hospital,Community (125-250 Beds),2,2.05,41744,0.97,0.16,3.22,Same,1.01,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012971,Loma Linda University Medical Center - Murrieta,Riverside,General Acute Care Hospital,Community (<125 Beds),2,1.16,30623,1.73,0.29,5.71,Same,0.76,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630013398,"Kaiser Foundation Hospital, Ontario",San Bernardino,General Acute Care Hospital,Major Teaching,1,2.5,46278,0.4,0.02,1.98,Same,0.74,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630013873,Palomar Medical Center,San Diego,General Acute Care Hospital,Community (>250 Beds),1,3.92,85854,0.26,0.01,1.26,Same,1.82,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630013913,San Leandro Hospital,Alameda,General Acute Care Hospital,Community (<125 Beds),0,0.56,12946,0,0,6.6,Same,2,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630013929,"Kaiser Foundation Hospital, Orange County, Anaheim",Orange,General Acute Care Hospital,Community (>250 Beds),2,2.56,65701,0.78,0.13,2.58,Same,0.7,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630014442,Temecula Valley Hospital,Riverside,General Acute Care Hospital,Community (125-250 Beds),0,0.9,29206,0,0,4.11,Same,1.1,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630015029,"Kaiser Foundation Hospital, San Leandro",Alameda,General Acute Care Hospital,Community (125-250 Beds),2,1.93,51886,1.04,0.17,3.43,Same,0.5,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630015551,Loma Linda University Children's Hospital,San Bernardino,General Acute Care Hospital,Pediatric,2,5.22,96018,0.38,0.06,1.27,Same,0.34,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000133,Regional Medical Center of San Jose,Santa Clara,General Acute Care Hospital,Community (125-250 Beds),6,4.36,77770,1.38,0.56,2.86,Same,1.16,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000136,El Camino Hospital Los Gatos,Santa Clara,General Acute Care Hospital,Community (125-250 Beds),1,0.56,10852,1.78,0.05,9.92,Same,0,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000136,"El Camino Hospital Los Gatos, Rehabilitation Unit",Santa Clara,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.13,6619,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000137,Community Hospital of The Monterey Peninsula,Monterey,General Acute Care Hospital,Community (>250 Beds),2,2.14,48119,0.93,0.16,3.09,Same,1.62,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000137,"Community Hospital of The Monterey Peninsula, Rehabilitation Unit",Monterey,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.06,2962,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000139,Dominican Hospital,Santa Cruz,General Acute Care Hospital,Community (125-250 Beds),1,2.06,45227,0.48,0.02,2.39,Same,0.52,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000139,"Dominican Hospital, Rehabilitation Unit",Santa Cruz,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.11,5806,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000141,George L. Mee Memorial Hospital,Monterey,General Acute Care Hospital,Community (<125 Beds),0,0.52,20102,0,0,7.09,Same,0,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000142,Hazel Hawkins Memorial Hospital,San Benito,General Acute Care Hospital,Community (<125 Beds),0,0.26,7691,0,0,14.4,Same,3.88,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000145,Natividad Medical Center,Monterey,General Acute Care Hospital,Major Teaching,2,1.34,32576,1.49,0.25,4.93,Same,0.61,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000145,"Natividad Medical Center, Rehabilitation Unit",Monterey,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.13,6907,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000146,O'Connor Hospital,Santa Clara,General Acute Care Hospital,Major Teaching,0,2.32,35993,0,0,1.29,Same,0.54,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000147,Salinas Valley Memorial Hospital,Monterey,General Acute Care Hospital,Community (>250 Beds),1,1.83,48795,0.55,0.03,2.7,Same,0.43,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000149,Santa Clara Valley Medical Center,Santa Clara,General Acute Care Hospital,Major Teaching,3,7.77,133558,0.39,0.1,1.05,Same,0.85,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000149,"Santa Clara Valley Medical Center, Rehabilitation Unit",Santa Clara,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.25,13409,0,0,14.47,Same,0,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000150,"Kaiser Foundation Hospital, San Jose",Santa Clara,General Acute Care Hospital,Community (125-250 Beds),3,1.9,44652,1.58,0.4,4.29,Same,0,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000153,"Good Samaritan Hospital, San Jose",Santa Clara,General Acute Care Hospital,Community (>250 Beds),8,4.09,82166,1.95,0.91,3.71,Same,0.87,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000154,Mission Oaks Hospital,Santa Clara,General Acute Care Hospital,Community (<125 Beds),0,0.02,755,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000154,"Mission Oaks Hospital, Rehabilitation Unit",Santa Clara,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.11,5714,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000155,Watsonville Community Hospital,Santa Cruz,General Acute Care Hospital,Community (<125 Beds),1,0.34,11922,2.97,0.08,16.52,Same,0,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000635,Saint Louise Regional Hospital,Santa Clara,General Acute Care Hospital,Community (<125 Beds),1,1,18397,1.01,0.03,5.6,Same,0,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000959,Sutter Maternity & Surgery Center of Santa Cruz,Santa Cruz,General Acute Care Hospital,Community (<125 Beds),0,0.12,6505,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070001349,Lucile Packard Children's Hospital Stanford,Santa Clara,General Acute Care Hospital,Pediatric,1,3.22,93147,0.31,0.02,1.53,Same,0.89,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070001351,El Camino Hospital,Santa Clara,General Acute Care Hospital,Community (>250 Beds),2,3.09,69552,0.65,0.11,2.14,Same,0.32,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070001355,"Kaiser Foundation Hospital, Santa Clara",Santa Clara,General Acute Care Hospital,Community (>250 Beds),1,5.43,93821,0.18,0.01,0.91,Better,1,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070001357,Stanford Health Care,Santa Clara,General Acute Care Hospital,Major Teaching,15,15.25,148500,0.98,0.57,1.59,Same,0.84,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000022,Scripps Green Hospital,San Diego,General Acute Care Hospital,Community (125-250 Beds),3,1.45,35063,2.06,0.53,5.62,Same,0.61,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000023,Rady Children's Hospital - San Diego,San Diego,General Acute Care Hospital,Pediatric,3,3.33,93122,0.9,0.23,2.45,Same,1.06,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000036,Sharp Memorial Hospital,San Diego,General Acute Care Hospital,Community (>250 Beds),8,6.49,91981,1.23,0.57,2.34,Same,0.74,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000036,Sharp Memorial Hospital Rehabilitation Hospital,San Diego,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation Hospital,1,0.07,3460,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000036,"Sharp Memorial Hospital, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.07,3514,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000045,Grossmont Hospital,San Diego,General Acute Care Hospital,Community (>250 Beds),7,6.41,107387,1.09,0.48,2.16,Same,1.04,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000045,"Grossmont Hospital, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.12,6122,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000142,Palomar Health Downtown Campus,San Diego,General Acute Care Hospital,Community (<125 Beds),0,0.23,12900,0,0,16.13,Same,0,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000142,"Palomar Health Downtown Campus, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.13,6864,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000144,"Kaiser Foundation Hospital, San Diego",San Diego,General Acute Care Hospital,Major Teaching,1,5.77,108788,0.17,0.01,0.86,Better,0.84,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000147,Pomerado Hospital,San Diego,General Acute Care Hospital,Community (<125 Beds),2,0.94,24967,2.12,0.26,7.67,Same,1.38,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000149,Scripps Memorial Hospital - La Jolla,San Diego,General Acute Care Hospital,Community (>250 Beds),2,4.38,86911,0.46,0.08,1.51,Same,0.91,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000150,Scripps Memorial Hospital - Encinitas,San Diego,General Acute Care Hospital,Community (125-250 Beds),4,1.51,45263,2.65,0.84,6.39,Same,1.33,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000150,"Scripps Memorial Hospital - Encinitas, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.12,6485,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000152,Tri-City Medical Center,San Diego,General Acute Care Hospital,Community (>250 Beds),0,4.2,67169,0,0,0.71,Better,0.69,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000152,"Tri-City Medical Center, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.04,2298,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080001470,Sharp Mary Birch Hospital For Women And Newborns,San Diego,General Acute Care Hospital,Community (125-250 Beds),1,1.49,74009,0.67,0.03,3.3,Same,0,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000013,Alvarado Hospital Medical Center,San Diego,General Acute Care Hospital,Community (125-250 Beds),3,1.13,25447,2.65,0.67,7.21,Same,7.97,"* Hospitals reported combined data, see Data Dictionary"
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000013,"Alvarado Hospital Medical Center, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.05,2609,, , ,,,"* Hospitals reported combined data, see Data Dictionary"
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000016,Scripps Mercy Hospital Chula Vista,San Diego,General Acute Care Hospital,Community (125-250 Beds),1,1.61,40154,0.62,0.03,3.07,Same,1.43,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000021,Sharp Chula Vista Medical Center,San Diego,General Acute Care Hospital,Community (125-250 Beds),4,3.52,72534,1.14,0.36,2.74,Same,0.82,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000025,Scripps Mercy Hospital,San Diego,General Acute Care Hospital,Major Teaching,4,6.46,94430,0.62,0.2,1.49,Same,0.68,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000033,Sharp Coronado Hospital and Healthcare Center,San Diego,General Acute Care Hospital,Community (<125 Beds),0,0.18,6154,, , ,,0,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000040,El Centro Regional Medical Center,Imperial,General Acute Care Hospital,Community (<125 Beds),0,0.87,23045,0,0,4.22,Same,1.08,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000048,"Kindred Hospital, San Diego",San Diego,Long-term Acute Care Hospital,LTAC,5,2.06,16387,2.42,0.89,5.37,Same,2.97,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000145,Paradise Valley Hospital,San Diego,General Acute Care Hospital,Community (>250 Beds),5,0.86,21953,5.8,1.88,13.53,Worse,1.6,¥ See Data Dictionary
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000145,"Paradise Valley Hospital, Rehabilitation Unit",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.04,2039,, , ,,,
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000146,Pioneers Memorial Healthcare District,Imperial,General Acute Care Hospital,Community (<125 Beds),2,0.9,23095,2.23,0.27,8.06,Same,0,¥ See Data Dictionary
